x_0,y_0,vel_0,accel_0,orientation_0,dist_qb_0,receiver_type_0_WR,defensor_x_0_0,defensor_y_0_0,defensor_vel_0_0,defensor_accel_0_0,defensor_orientation_0_0,defensor_x_0_1,defensor_y_0_1,defensor_vel_0_1,defensor_accel_0_1,defensor_orientation_0_1,x_1,y_1,vel_1,accel_1,orientation_1,dist_qb_1,receiver_type_1_WR,defensor_x_1_0,defensor_y_1_0,defensor_vel_1_0,defensor_accel_1_0,defensor_orientation_1_0,defensor_x_1_1,defensor_y_1_1,defensor_vel_1_1,defensor_accel_1_1,defensor_orientation_1_1,x_2,y_2,vel_2,accel_2,orientation_2,dist_qb_2,receiver_type_2_TE,receiver_type_2_WR,defensor_x_2_0,defensor_y_2_0,defensor_vel_2_0,defensor_accel_2_0,defensor_orientation_2_0,defensor_x_2_1,defensor_y_2_1,defensor_vel_2_1,defensor_accel_2_1,defensor_orientation_2_1,x_3,y_3,vel_3,accel_3,orientation_3,dist_qb_3,receiver_type_3_TE,receiver_type_3_WR,defensor_x_3_0,defensor_y_3_0,defensor_vel_3_0,defensor_accel_3_0,defensor_orientation_3_0,defensor_x_3_1,defensor_y_3_1,defensor_vel_3_1,defensor_accel_3_1,defensor_orientation_3_1,qb_x,qb_y,qb_orientation,qb_speed,qb_direction,qb_accel,amount_of_players_causing_pressure_on_qb,result
88.23,12.7,3.81,0.71,224.37,17.067586238247046,1,79.72,14.53,2.78,0.55,155.27,79.78,14.8,2.81,0.57,169.04,87.26,18.62,1.42,1.75,244.18,11.422863038660664,1,82.61,21.07,1.75,2.05,73.79,82.53,20.93,1.5,2.13,73.16,87.73,22.71,1.06,0.7,257.82,7.376557462665086,0,1,87.74,25.16,2.62,2.39,27.12,87.47,25.16,2.83,2.25,30.44,86.21,34.48,0.3,0.95,269.47,6.2840512410387035,1,0,86.3,35.56,4.82,3.7,136.3,86.79,35.45,5.21,3.12,143.22,90.23,29.65,253.48,0.19,159.92,0.09,0.0,1
88.09,12.35,3.75,0.78,228.01,17.42193158062561,1,79.66,14.26,2.76,0.56,141.49,79.6,13.99,2.71,0.61,128.7,87.15,18.53,1.32,1.71,246.51,11.529028580066926,1,82.61,21.07,1.75,2.05,73.79,82.53,20.93,1.5,2.13,73.16,87.64,22.66,1.02,0.76,260.66,7.445031900536089,0,1,87.74,25.16,2.62,2.39,27.12,87.47,25.16,2.83,2.25,30.44,86.24,34.46,0.4,0.97,269.47,6.257195857570712,1,0,86.3,35.56,4.82,3.7,136.3,86.79,35.45,5.21,3.12,143.22,90.23,29.64,254.1,0.15,166.19,0.02,0.0,1
87.96,12.01,3.63,1.01,231.67,17.76562129507437,1,79.6,13.99,2.71,0.61,128.7,79.66,14.26,2.76,0.56,141.49,87.05,18.45,1.28,1.36,248.55,11.623459037653122,1,82.61,21.07,1.75,2.05,73.79,82.53,20.93,1.5,2.13,73.16,87.55,22.62,0.98,0.94,260.66,7.504831776928781,0,1,87.47,25.16,2.83,2.25,30.44,87.74,25.16,2.62,2.39,27.12,86.29,34.44,0.53,0.79,270.57,6.21769249802529,1,0,86.3,35.56,4.82,3.7,136.3,86.79,35.45,5.21,3.12,143.22,90.23,29.63,254.1,0.13,165.48,0.03,0.0,1
87.82,11.68,3.52,1.14,237.37,18.09257582545946,1,79.6,13.99,2.71,0.61,128.7,79.53,13.73,2.66,0.71,110.44,86.94,18.39,1.25,1.24,250.36,11.695229796801769,1,82.53,20.93,1.5,2.13,73.16,82.46,20.81,1.25,2.12,71.61,87.45,22.59,0.99,0.98,259.55,7.554104844387583,0,1,87.47,25.16,2.83,2.25,30.44,87.74,25.16,2.62,2.39,27.12,86.35,34.43,0.58,0.47,270.57,6.193908297674418,1,0,86.79,35.45,5.21,3.12,143.22,86.3,35.56,4.82,3.7,136.3,90.24,29.61,254.93,0.13,164.47,0.05,0.0,1
87.69,11.35,3.43,1.13,244.04,18.427289545671115,1,79.47,13.47,2.58,0.86,99.28,79.53,13.73,2.66,0.71,110.44,86.82,18.35,1.2,1.14,252.33,11.758354476711443,1,82.53,20.93,1.5,2.13,73.16,82.46,20.81,1.25,2.12,71.61,87.36,22.57,0.99,0.93,258.52,7.597058641342713,0,1,87.47,25.16,2.83,2.25,30.44,87.18,25.17,3.04,1.96,33.65,86.39,34.39,0.59,0.26,271.26,6.145453604088143,1,0,86.79,35.45,5.21,3.12,143.22,86.3,35.56,4.82,3.7,136.3,90.24,29.6,255.53,0.12,165.6,0.06,0.0,1
87.57,11.04,3.31,1.22,248.29,18.74259587143681,1,79.47,13.47,2.58,0.86,99.28,79.4,13.23,2.48,1.05,87.37,86.71,18.32,1.16,0.86,254.34,11.812895496024675,1,82.46,20.81,1.25,2.12,71.61,82.53,20.93,1.5,2.13,73.16,87.26,22.56,0.95,0.86,257.58,7.639437152042027,0,1,87.47,25.16,2.83,2.25,30.44,87.18,25.17,3.04,1.96,33.65,86.44,34.36,0.6,0.11,271.26,6.104834150081394,1,0,86.79,35.45,5.21,3.12,143.22,86.3,35.56,4.82,3.7,136.3,90.25,29.59,255.53,0.12,159.36,0.07,0.0,1
87.44,10.74,3.21,1.2,252.56,19.058294782062745,1,79.4,13.23,2.48,1.05,87.37,79.47,13.47,2.58,0.86,99.28,86.6,18.29,1.1,0.75,255.82,11.874868420323656,1,82.11,20.1,1.03,0.73,57.7,81.99,19.77,1.25,0.69,58.09,87.17,22.56,0.89,0.72,257.58,7.675109119745465,0,1,87.18,25.17,3.04,1.96,33.65,87.47,25.16,2.83,2.25,30.44,86.47,34.31,0.56,0.13,272.16,6.04704886700943,1,0,86.79,35.45,5.21,3.12,143.22,86.3,35.56,4.82,3.7,136.3,90.25,29.59,255.53,0.09,160.42,0.06,0.0,1
87.32,10.46,3.05,1.32,257.66,19.343197770792706,1,79.4,13.23,2.48,1.05,87.37,79.32,13.0,2.39,1.13,76.88,86.5,18.26,0.98,0.81,258.75,11.9249696016384,1,81.99,19.77,1.25,0.69,58.09,81.95,19.65,1.35,0.44,55.48,87.08,22.56,0.81,0.62,256.55,7.702551525306403,0,1,87.18,25.17,3.04,1.96,33.65,87.47,25.16,2.83,2.25,30.44,86.48,34.28,0.49,0.18,272.85,6.025188793722567,1,0,86.79,35.45,5.21,3.12,143.22,86.3,35.56,4.82,3.7,136.3,90.25,29.58,254.58,0.09,160.09,0.07,0.0,1
87.2,10.19,2.9,1.42,261.38,19.629969434515175,1,79.25,12.77,2.29,1.18,65.21,79.32,13.0,2.39,1.13,76.88,86.41,18.25,0.86,0.96,260.1,11.966260903055726,1,81.99,19.77,1.25,0.69,58.09,81.95,19.65,1.35,0.44,55.48,87.01,22.55,0.68,0.87,255.26,7.744895092898287,0,1,87.18,25.17,3.04,1.96,33.65,87.47,25.16,2.83,2.25,30.44,86.49,34.27,0.4,0.21,272.85,6.017391461422476,1,0,86.79,35.45,5.21,3.12,143.22,86.3,35.56,4.82,3.7,136.3,90.26,29.58,254.58,0.07,157.77,0.06,0.0,1
87.08,9.94,2.69,1.67,269.51,19.895778446695672,1,79.25,12.77,2.29,1.18,65.21,79.17,12.56,2.19,1.16,59.46,86.33,18.23,0.73,1.13,262.14,12.011136499099493,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.95,22.55,0.56,0.98,253.64,7.770263830784639,0,1,87.18,25.17,3.04,1.96,33.65,86.88,25.2,3.2,1.52,45.44,86.45,34.28,0.26,0.18,273.73,6.050297513345939,1,0,86.79,35.45,5.21,3.12,143.22,86.3,35.56,4.82,3.7,136.3,90.26,29.58,253.17,0.05,156.67,0.05,0.0,1
86.96,9.7,2.52,1.77,273.76,20.14216721209513,1,79.1,12.36,2.09,1.1,56.2,79.17,12.56,2.19,1.16,59.46,86.27,18.22,0.56,1.29,264.26,12.030901878080467,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.9,22.54,0.46,0.97,252.54,7.791694295851192,0,1,87.18,25.17,3.04,1.96,33.65,86.88,25.2,3.2,1.52,45.44,86.46,34.27,0.22,0.17,275.34,6.04400529450464,1,0,86.79,35.45,5.21,3.12,143.22,86.3,35.56,4.82,3.7,136.3,90.26,29.57,253.17,0.06,153.2,0.05,0.0,1
86.85,9.49,2.31,1.86,272.33,20.377345263797242,1,79.1,12.36,2.09,1.1,56.2,79.17,12.56,2.19,1.16,59.46,86.23,18.21,0.39,1.47,265.22,12.063075892988486,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.86,22.53,0.35,0.92,252.54,7.8270364762149915,0,1,87.18,25.17,3.04,1.96,33.65,86.88,25.2,3.2,1.52,45.44,86.53,34.28,0.23,0.19,281.59,6.000241661799969,1,0,86.79,35.45,5.21,3.12,143.22,86.3,35.56,4.82,3.7,136.3,90.26,29.58,252.09,0.04,149.57,0.04,0.0,1
86.75,9.29,2.08,1.99,272.33,20.59136226673699,1,79.1,12.36,2.09,1.1,56.2,79.02,12.17,1.99,1.08,54.25,86.2,18.19,0.21,1.63,265.22,12.091968408824098,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.83,22.53,0.26,0.82,253.56,7.840114795077939,0,1,87.18,25.17,3.04,1.96,33.65,86.88,25.2,3.2,1.52,45.44,86.56,34.32,0.2,0.18,281.59,6.013118991006252,1,0,86.79,35.45,5.21,3.12,143.22,87.31,35.33,5.35,1.77,145.4,90.26,29.58,252.09,0.03,153.08,0.04,0.0,1
86.65,9.13,1.85,2.05,267.98,20.777776589423613,1,79.1,12.36,2.09,1.1,56.2,79.02,12.17,1.99,1.08,54.25,86.19,18.18,0.08,1.59,265.87,12.117528625920386,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.8,22.52,0.26,0.52,252.52,7.875646005249347,0,1,87.18,25.17,3.04,1.96,33.65,86.88,25.2,3.2,1.52,45.44,86.55,34.32,0.16,0.15,282.56,6.01758257109946,1,0,86.79,35.45,5.21,3.12,143.22,87.31,35.33,5.35,1.77,145.4,90.27,29.59,252.09,0.02,137.68,0.03,0.0,1
86.56,8.97,1.7,1.82,267.98,20.951097823264533,1,79.02,12.17,1.99,1.08,54.25,78.95,12.0,1.89,1.1,52.53,86.2,18.18,0.15,1.36,267.98,12.114165262204406,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.78,22.53,0.24,0.48,251.36,7.875512681724279,0,1,87.18,25.17,3.04,1.96,33.65,86.88,25.2,3.2,1.52,45.44,86.55,34.31,0.12,0.13,283.38,6.009725451299753,1,0,86.79,35.45,5.21,3.12,143.22,87.31,35.33,5.35,1.77,145.4,90.27,29.59,251.51,0.02,136.98,0.02,0.0,1
86.47,8.84,1.54,1.64,267.03,21.095082365328654,1,78.95,12.0,1.89,1.1,52.53,79.02,12.17,1.99,1.08,54.25,86.22,18.17,0.22,0.85,266.91,12.116884913210983,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.75,22.54,0.26,0.63,255.48,7.879904821760221,0,1,86.88,25.2,3.2,1.52,45.44,87.18,25.17,3.04,1.96,33.65,86.55,34.32,0.1,0.11,286.22,6.01758257109946,1,0,86.79,35.45,5.21,3.12,143.22,87.31,35.33,5.35,1.77,145.4,90.27,29.59,251.51,0.02,129.77,0.02,0.0,1
86.39,8.72,1.41,1.42,264.65,21.237438640288055,1,78.95,12.0,1.89,1.1,52.53,79.02,12.17,1.99,1.08,54.25,86.24,18.17,0.22,0.36,266.91,12.119645209328532,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.74,22.56,0.36,1.13,257.36,7.875436495839456,0,1,86.88,25.2,3.2,1.52,45.44,87.18,25.17,3.04,1.96,33.65,86.53,34.32,0.07,0.09,286.93,6.022125870487925,1,0,86.79,35.45,5.21,3.12,143.22,86.3,35.56,4.82,3.7,136.3,90.27,29.6,251.51,0.01,105.51,0.01,0.0,1
86.3,8.61,1.24,1.51,261.99,21.36213940596775,1,78.95,12.0,1.89,1.1,52.53,78.87,11.83,1.77,1.11,48.43,86.26,18.16,0.21,0.08,266.34,12.122446122792214,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.72,22.6,0.49,1.22,257.36,7.848726011270872,0,1,86.88,25.2,3.2,1.52,45.44,87.18,25.17,3.04,1.96,33.65,86.51,34.35,0.04,0.05,281.93,6.058060745816266,1,0,86.79,35.45,5.21,3.12,143.22,86.3,35.56,4.82,3.7,136.3,90.27,29.6,252.75,0.01,111.34,0.01,0.0,1
86.22,8.53,1.1,1.58,261.26,21.45570786527445,1,78.95,12.0,1.89,1.1,52.53,78.87,11.83,1.77,1.11,48.43,86.28,18.15,0.14,0.34,268.23,12.1252876254545,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.71,22.67,0.71,1.5,262.11,7.79092420705015,0,1,86.88,25.2,3.2,1.52,45.44,87.18,25.17,3.04,1.96,33.65,86.51,34.35,0.03,0.05,281.93,6.058060745816266,1,0,86.79,35.45,5.21,3.12,143.22,86.3,35.56,4.82,3.7,136.3,90.27,29.6,252.75,0.01,104.78,0.01,0.0,1
86.14,8.46,1.0,1.34,260.37,21.539649486470296,1,78.87,11.83,1.77,1.11,48.43,78.95,12.0,1.89,1.1,52.53,86.29,18.15,0.07,0.57,266.8,12.122000659957084,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.7,22.75,0.96,1.77,262.11,7.7244676191955115,0,1,86.88,25.2,3.2,1.52,45.44,87.18,25.17,3.04,1.96,33.65,86.46,34.37,0.01,0.02,275.21,6.104834150081391,1,0,86.79,35.45,5.21,3.12,143.22,86.3,35.56,4.82,3.7,136.3,90.27,29.6,252.75,0.01,110.12,0.01,0.0,1
86.06,8.4,0.91,1.12,259.59,21.604170893602927,1,78.87,11.83,1.77,1.11,48.43,78.95,12.0,1.89,1.1,52.53,86.29,18.16,0.04,0.66,266.8,12.103111170273532,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.69,22.87,1.26,2.14,272.2,7.6141184650621225,0,1,86.88,25.2,3.2,1.52,45.44,87.18,25.17,3.04,1.96,33.65,86.45,34.36,0.0,0.01,270.27,6.111080100931417,1,0,86.79,35.45,5.21,3.12,143.22,86.3,35.56,4.82,3.7,136.3,90.27,29.59,252.06,0.01,118.48,0.01,0.0,1
86.0,8.36,0.74,1.19,258.37,21.66496018920875,1,78.87,11.83,1.77,1.11,48.43,78.95,12.0,1.89,1.1,52.53,86.29,18.16,0.05,0.48,266.05,12.11255546942923,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.69,23.02,1.58,2.37,283.17,7.490847749086883,0,1,86.88,25.2,3.2,1.52,45.44,87.18,25.17,3.04,1.96,33.65,86.45,34.35,0.0,0.01,270.27,6.095481933366709,1,0,86.79,35.45,5.21,3.12,143.22,86.3,35.56,4.82,3.7,136.3,90.27,29.6,252.06,0.01,107.71,0.01,0.0,1
85.93,8.33,0.63,1.27,255.43,21.70825879705694,1,78.87,11.83,1.77,1.11,48.43,78.95,12.0,1.89,1.1,52.53,86.3,18.17,0.08,0.26,267.9,12.099826445036308,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.7,23.2,1.95,2.54,297.64,7.328362709364212,0,1,86.88,25.2,3.2,1.52,45.44,87.18,25.17,3.04,1.96,33.65,86.45,34.35,0.0,0.0,270.27,6.095481933366709,1,0,86.79,35.45,5.21,3.12,143.22,86.3,35.56,4.82,3.7,136.3,90.27,29.6,253.22,0.01,110.3,0.01,0.0,1
85.88,8.31,0.57,1.05,256.38,21.737897782444374,1,78.87,11.83,1.77,1.11,48.43,78.79,11.68,1.65,1.13,44.24,86.3,18.18,0.12,0.22,267.9,12.090380473748542,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.72,23.42,2.34,2.78,310.99,7.12705408987472,0,1,86.88,25.2,3.2,1.52,45.44,87.18,25.17,3.04,1.96,33.65,86.45,34.35,0.0,0.0,270.27,6.095481933366709,1,0,86.79,35.45,5.21,3.12,143.22,86.3,35.56,4.82,3.7,136.3,90.27,29.6,253.89,0.0,89.84,0.01,0.0,1
85.83,8.3,0.48,0.87,256.38,21.757839966320187,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.3,18.19,0.09,0.08,267.9,12.080935394248245,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.74,23.66,2.62,2.58,324.99,6.909739503049303,0,1,86.88,25.2,3.2,1.52,45.44,87.18,25.17,3.04,1.96,33.65,86.45,34.35,0.0,0.0,270.27,6.095481933366709,1,0,86.79,35.45,5.21,3.12,143.22,86.3,35.56,4.82,3.7,136.3,90.27,29.6,254.55,0.0,95.93,0.01,0.0,1
85.78,8.29,0.42,0.65,259.17,21.777883276388458,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.3,18.2,0.12,0.05,269.3,12.071491208628702,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.77,23.94,2.95,2.49,336.2,6.654742669705569,0,1,86.88,25.2,3.2,1.52,45.44,87.18,25.17,3.04,1.96,33.65,86.45,34.35,0.0,0.0,270.27,6.095481933366709,1,0,86.79,35.45,5.21,3.12,143.22,86.3,35.56,4.82,3.7,136.3,90.27,29.6,254.55,0.0,106.47,0.0,0.0,1
85.75,8.27,0.32,0.68,259.17,21.803653363599413,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.31,18.21,0.1,0.01,270.52,12.058760301125483,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.8,24.25,3.21,2.13,341.88,6.376786024322912,0,1,86.88,25.2,3.2,1.52,45.44,87.18,25.17,3.04,1.96,33.65,86.46,34.34,0.0,0.0,270.27,6.081422530954417,1,0,86.79,35.45,5.21,3.12,143.22,86.3,35.56,4.82,3.7,136.3,90.27,29.6,255.49,0.0,111.42,0.0,0.0,1
85.73,8.26,0.21,0.83,259.17,21.807808234666773,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.32,18.2,0.06,0.04,270.52,12.055480081688993,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.84,24.58,3.49,1.91,342.58,6.071655457945548,0,1,86.88,25.2,3.2,1.52,45.44,87.18,25.17,3.04,1.96,33.65,86.46,34.33,0.0,0.0,270.27,6.081422530954415,1,0,86.79,35.45,5.21,3.12,143.22,86.3,35.56,4.82,3.7,136.3,90.27,29.59,255.49,0.0,115.5,0.0,0.0,1
85.72,8.25,0.11,0.86,259.17,21.829452581317746,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.31,18.19,0.03,0.04,269.41,12.077652917682308,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.87,24.94,3.7,1.58,342.58,5.768500671751711,0,1,86.88,25.2,3.2,1.52,45.44,86.92,25.32,1.71,1.04,314.93,86.47,34.33,0.0,0.01,270.27,6.067363513091988,1,0,86.79,35.45,5.21,3.12,143.22,86.3,35.56,4.82,3.7,136.3,90.27,29.6,256.42,0.0,105.46,0.0,0.0,1
85.72,8.24,0.1,0.82,259.17,21.839233045141487,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.3,18.18,0.04,0.02,267.51,12.090380473748542,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.9,25.33,3.93,1.42,348.6,5.439650724081461,0,1,86.92,25.32,1.71,1.04,314.93,86.88,25.2,3.2,1.52,45.44,86.48,34.32,0.0,0.01,276.95,6.053304882458831,1,0,86.79,35.45,5.21,3.12,143.22,86.3,35.56,4.82,3.7,136.3,90.27,29.6,256.42,0.0,104.15,0.0,0.0,1
85.73,8.23,0.16,0.75,259.17,21.846933423251876,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.29,18.18,0.05,0.01,265.46,12.093667764578287,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.92,25.73,4.08,1.07,349.23,5.118534946642444,0,1,86.92,25.32,1.71,1.04,314.93,87.09,25.33,1.74,0.88,319.62,86.5,34.31,0.01,0.01,276.95,6.032992623897362,1,0,86.79,35.45,5.21,3.12,143.22,86.3,35.56,4.82,3.7,136.3,90.27,29.6,256.42,0.0,99.18,0.0,0.0,1
85.75,8.22,0.2,0.63,259.95,21.852569642950463,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.28,18.17,0.06,0.01,264.48,12.106403264388643,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.94,26.15,4.22,0.85,352.85,4.794934827502873,0,1,86.92,25.32,1.71,1.04,314.93,87.09,25.33,1.74,0.88,319.62,86.52,34.3,0.01,0.01,275.81,6.012694903285877,1,0,86.79,35.45,5.21,3.12,143.22,86.3,35.56,4.82,3.7,136.3,90.27,29.6,256.42,0.0,109.09,0.0,0.0,1
85.77,8.21,0.26,0.46,261.23,21.84844159202207,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.28,18.17,0.06,0.02,263.59,12.096962428642982,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.96,26.57,4.31,0.52,352.85,4.480680751850104,0,1,87.09,25.33,1.74,0.88,319.62,86.92,25.32,1.71,1.04,314.93,86.53,34.3,0.01,0.01,281.6,6.014291313197253,1,0,86.79,35.45,5.21,3.12,143.22,86.3,35.56,4.82,3.7,136.3,90.27,29.59,256.42,0.0,109.72,0.0,0.0,1
85.78,8.21,0.2,0.17,261.23,21.856170753359336,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.27,18.17,0.05,0.02,262.28,12.109702721371818,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,86.99,27.02,4.43,0.31,350.89,4.173104360065779,0,1,87.09,25.33,1.74,0.88,319.62,87.27,25.35,1.81,0.5,330.99,86.53,34.3,0.01,0.0,282.46,6.006463185602649,1,0,86.79,35.45,5.21,3.12,143.22,86.3,35.56,4.82,3.7,136.3,90.27,29.6,256.42,0.0,105.24,0.0,0.0,1
85.79,8.2,0.17,0.07,261.23,21.86595755964051,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.27,18.17,0.05,0.03,262.28,12.113009535206354,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,87.0,27.46,4.44,0.12,350.89,3.916375875730011,0,1,87.62,25.44,1.68,0.25,344.0,87.45,25.39,1.77,0.34,339.36,86.5,34.3,0.02,0.22,282.46,6.031450903389662,1,0,86.79,35.45,5.21,3.12,143.22,86.3,35.56,4.82,3.7,136.3,90.28,29.6,256.42,0.0,99.59,0.0,0.0,1
85.8,8.19,0.17,0.05,262.21,21.873694246743053,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.26,18.17,0.05,0.03,260.46,12.116323699868701,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,87.02,27.91,4.49,0.12,344.97,3.6720157951730052,0,1,87.93,25.54,1.54,0.85,355.04,87.62,25.44,1.68,0.25,344.0,86.49,34.29,0.08,0.59,269.71,6.029941956602901,1,0,86.79,35.45,5.21,3.12,143.22,86.3,35.56,4.82,3.7,136.3,90.28,29.6,256.42,0.0,90.92,0.0,0.0,1
85.8,8.2,0.07,0.1,259.54,21.86185948175498,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.25,18.16,0.05,0.04,260.46,12.125757708283635,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,87.04,28.36,4.51,0.28,346.77,3.459841036810787,0,1,87.93,25.54,1.54,0.85,355.04,88.08,25.58,1.34,1.06,0.47,86.47,34.28,0.2,1.04,255.94,6.0284658081472084,1,0,86.79,35.45,5.21,3.12,143.22,86.3,35.56,4.82,3.7,136.3,90.27,29.6,256.42,0.0,88.55,0.0,0.0,1
85.79,8.22,0.05,0.09,258.96,21.846384140172947,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.25,18.15,0.05,0.04,258.36,12.13850896939159,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,87.06,28.82,4.53,0.28,347.56,3.3131254126579623,0,1,83.96,28.32,0.72,0.15,124.04,83.97,28.23,0.8,0.1,121.72,86.46,34.27,0.27,1.05,255.94,6.033348987088354,1,0,86.79,35.45,5.21,3.12,143.22,86.3,35.56,4.82,3.7,136.3,90.28,29.6,256.42,0.0,95.1,0.0,0.0,1
85.79,8.22,0.05,0.06,258.96,21.846384140172947,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.25,18.16,0.04,0.03,258.36,12.12907663427023,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,87.07,29.27,4.53,0.42,347.56,3.226918034285974,0,1,83.88,29.21,0.31,0.43,52.3,83.88,29.17,0.34,0.44,39.0,86.43,34.25,0.37,0.93,255.94,6.036969438385451,1,0,86.79,35.45,5.21,3.12,143.22,86.3,35.56,4.82,3.7,136.3,90.28,29.6,257.38,0.0,101.98,0.0,0.0,1
85.79,8.22,0.04,0.04,260.63,21.834543732352177,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.25,18.15,0.04,0.03,259.09,12.125757708283635,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,87.09,29.73,4.56,0.44,349.65,3.1830802691732347,0,1,86.82,32.91,3.54,0.7,150.62,86.45,32.87,3.49,0.17,150.62,86.42,34.23,0.36,0.56,254.83,6.029270270936602,1,0,86.79,35.45,5.21,3.12,143.22,86.3,35.56,4.82,3.7,136.3,90.27,29.59,257.38,0.0,105.04,0.0,0.0,1
85.79,8.22,0.04,0.03,260.63,21.844331072385806,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.24,18.15,0.03,0.03,258.27,12.13850896939159,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,87.1,30.18,4.56,0.38,350.69,3.222623155133099,0,1,86.82,32.91,3.54,0.7,150.62,87.2,32.94,3.6,1.07,155.99,86.42,34.21,0.31,0.24,253.13,6.00621344942052,1,0,86.79,35.45,5.21,3.12,143.22,86.45,32.87,3.49,0.17,150.62,90.27,29.6,257.38,0.0,104.08,0.0,0.0,1
85.78,8.21,0.02,0.02,265.01,21.856170753359336,1,78.87,11.83,1.77,1.11,48.43,78.72,11.53,1.54,1.13,39.55,86.23,18.14,0.04,0.03,255.55,12.151263308808675,1,81.91,19.52,1.4,0.23,55.48,81.95,19.65,1.35,0.44,55.48,87.12,30.64,4.51,0.6,350.69,3.317242831026988,0,1,86.82,32.91,3.54,0.7,150.62,87.2,32.94,3.6,1.07,155.99,86.43,34.22,0.11,0.16,249.74,6.007495318350227,1,0,86.79,35.45,5.21,3.12,143.22,86.3,35.56,4.82,3.7,136.3,90.27,29.6,257.38,0.0,99.26,0.0,0.0,1
