x_0,y_0,vel_0,accel_0,orientation_0,dist_qb_0,receiver_type_0,route_ran_0,defensor_x_0_0,defensor_y_0_0,defensor_vel_0_0,defensor_accel_0_0,defensor_orientation_0_0,defensor_x_0_1,defensor_y_0_1,defensor_vel_0_1,defensor_accel_0_1,defensor_orientation_0_1,x_1,y_1,vel_1,accel_1,orientation_1,dist_qb_1,receiver_type_1,route_ran_1,defensor_x_1_0,defensor_y_1_0,defensor_vel_1_0,defensor_accel_1_0,defensor_orientation_1_0,defensor_x_1_1,defensor_y_1_1,defensor_vel_1_1,defensor_accel_1_1,defensor_orientation_1_1,x_2,y_2,vel_2,accel_2,orientation_2,dist_qb_2,receiver_type_2,route_ran_2,defensor_x_2_0,defensor_y_2_0,defensor_vel_2_0,defensor_accel_2_0,defensor_orientation_2_0,defensor_x_2_1,defensor_y_2_1,defensor_vel_2_1,defensor_accel_2_1,defensor_orientation_2_1,x_3,y_3,vel_3,accel_3,orientation_3,dist_qb_3,receiver_type_3,route_ran_3,defensor_x_3_0,defensor_y_3_0,defensor_vel_3_0,defensor_accel_3_0,defensor_orientation_3_0,defensor_x_3_1,defensor_y_3_1,defensor_vel_3_1,defensor_accel_3_1,defensor_orientation_3_1,x_4,y_4,vel_4,accel_4,orientation_4,dist_qb_4,receiver_type_4,route_ran_4,defensor_x_4_0,defensor_y_4_0,defensor_vel_4_0,defensor_accel_4_0,defensor_orientation_4_0,defensor_x_4_1,defensor_y_4_1,defensor_vel_4_1,defensor_accel_4_1,defensor_orientation_4_1,qb_x,qb_y,qb_orientation,qb_speed,qb_direction,qb_accel,amount_of_players_causing_pressure_on_qb,yardsToGo,down,yardLine,result
42.43000000000001,14.169999999999995,1.02,1.61,334.35,14.729171735029775,WR,SCREEN,42.53,14.099999999999994,4.26,4.54,330.15,42.16,14.259999999999998,3.86,5.15,344.36,44.86,15.79,3.2,3.96,162.64999999999998,13.66778694595434,TE,FLAT,45.040000000000006,15.919999999999995,5.64,1.49,241.19,44.67,15.449999999999996,5.67,1.47,244.62,45.68000000000001,17.629999999999995,3.06,1.98,166.76999999999998,12.245292973220366,TE,FLAT,46.120000000000005,17.299999999999997,5.45,0.93,236.14,45.760000000000005,16.839999999999996,5.56,0.97,230.97,45.11,21.15,4.35,2.88,111.05000000000001,8.851581779546521,RB,FLAT,44.3,21.269999999999996,4.73,1.12,207.13,44.3,20.739999999999995,4.97,0.88,194.55,47.230000000000004,41.06999999999999,5.18,2.43,151.57,13.936516781463006,WR,SLANT,48.25,41.08,3.29,1.92,301.48,48.209999999999994,41.4,3.11,1.96,295.82,40.64,28.789999999999996,164.55999999999995,0.97,183.51,0.14,0,10,1,36,1
67.53999999999999,9.25,8.21,2.32,66.63999999999999,29.36370037989081,WR,POST,67.45,8.829999999999998,6.69,1.43,37.639999999999986,68.12,8.769999999999996,6.65,1.33,37.639999999999986,63.74,20.619999999999997,6.31,4.18,9.759999999999991,19.971825154451963,WR,POST,63.76,21.089999999999996,1.91,1.42,248.44,63.56,21.089999999999996,2.05,1.28,249.51999999999998,56.0,26.06,3.94,5.09,227.16,10.878795889251718,TE,HITCH,55.03,27.06,0.0,0.0,288.95,55.040000000000006,27.069999999999997,0.0,0.0,288.95,57.63,34.099999999999994,7.19,1.86,311.15999999999997,13.421285333379965,WR,CROSS,58.64,36.31,1.07,0.87,244.19,58.73,36.269999999999996,1.05,0.87,245.44,,,,,,,,,,,,,,,,,,,45.41,28.549999999999997,66.19999999999999,1.89,169.64999999999998,1.48,1,2,4,44,17
76.31,9.18,7.09,2.5,109.13999999999999,21.359119832053008,TE,GO,77.09,9.07,3.3,1.42,42.27999999999997,77.08,9.379999999999995,3.23,2.31,36.51999999999998,67.72,17.239999999999995,2.32,3.58,281.49,9.77724398795489,TE,FLAT,67.72999999999999,17.32,4.6,2.69,283.93,67.27000000000001,17.379999999999995,4.65,2.88,282.76,64.32,32.209999999999994,5.13,0.87,285.03,6.817697558560362,RB,SCREEN,64.13,32.72,3.06,1.87,206.9,64.44,32.78999999999999,3.12,1.83,212.82,79.39,32.72,7.01,1.11,71.11000000000001,18.19126163849006,WR,GO,77.96000000000001,32.92999999999999,1.83,0.72,285.02,77.99000000000001,33.11,1.71,0.87,280.03,78.92,38.15,5.97,3.1,113.77999999999997,20.54788066930505,WR,POST,79.2,40.64,0.95,2.07,243.59,79.11,40.66,0.72,1.66,236.47,62.65,25.599999999999998,166.87,1.38,233.55,1.94,0,10,1,39,9
103.44,12.449999999999996,6.19,1.09,248.99,12.6934825796548,TE,FLAT,104.26,12.43,4.78,2.96,271.09000000000003,104.26,11.959999999999994,4.52,3.07,279.06,114.71,21.619999999999997,9.54,2.69,185.14,24.021758886476228,WR,CROSS,114.17,21.189999999999998,8.89,0.46,183.03,114.01,22.069999999999997,8.82,0.09,184.89,92.43,32.489999999999995,0.27,2.8,190.03,16.338433217417144,RB,SCREEN,96.02,34.06,1.09,2.47,147.99,96.07,33.97,1.05,2.25,147.33999999999997,111.93,34.42,6.75,0.54,142.97000000000003,27.5230321730728,WR,SLANT,112.17,34.78999999999999,7.18,0.4,146.14999999999998,112.59,34.209999999999994,7.12,0.92,146.14999999999998,,,,,,,,,,,,,,,,,,,91.31,16.189999999999998,112.83999999999997,6.45,174.98000000000002,1.77,0,7,2,9,9
83.41,11.3,7.07,1.8,91.97,16.64327491811632,WR,GO,87.84,13.98,0.03,0.09,114.6,87.84,13.99,0.04,0.13,114.6,79.37,34.92,5.65,2.43,275.69,12.087886498474415,TE,FLAT,83.1,33.54,1.38,0.72,265.27,83.15,33.67,1.34,1.01,260.32,81.73,35.68,5.03,4.75,131.05,14.034136952445634,WR,SLANT,83.76,36.56,6.66,1.8,281.74,83.49,37.2,6.96,1.63,291.3,81.7,43.51,4.88,4.66,128.29,20.80850787538597,WR,SLANT,82.08,43.11,8.14,2.41,346.34,82.05,43.95,8.4,2.9,5.38,,,,,,,,,,,,,,,,,,,73.26,24.49,100.68,1.49,307.3,0.28,0,14,3,31,6
42.599999999999994,12.899999999999999,7.49,2.27,120.13,23.456199606926948,WR,POST,42.760000000000005,12.079999999999998,6.91,2.25,54.00999999999999,43.43000000000001,12.259999999999998,6.95,1.51,59.460000000000036,44.7,19.879999999999995,7.85,2.41,97.77999999999997,20.75005783124472,WR,GO,45.03,19.059999999999995,7.42,2.07,60.74000000000001,44.28,19.029999999999994,7.23,1.87,51.50999999999999,47.269999999999996,24.819999999999997,7.56,4.95,37.110000000000014,21.29969952839711,WR,POST,47.83,23.949999999999996,4.8,2.25,295.06,48.2,24.269999999999996,5.08,2.46,301.51,37.28,32.699999999999996,6.21,2.51,198.53,10.967538465854593,TE,CROSS,36.620000000000005,32.72,1.19,0.68,254.48000000000002,36.629999999999995,32.849999999999994,1.2,0.61,257.17,,,,,,,,,,,,,,,,,,,26.629999999999995,30.08,91.99000000000001,0.1,22.649999999999977,1.52,1,10,3,25,28
63.82,7.68,3.66,0.91,88.18,23.369266141665637,WR,GO,64.96000000000001,12.36,2.27,5.07,312.12,64.74000000000001,12.419999999999995,2.23,4.98,300.82,62.9,14.579999999999998,3.19,2.28,90.44,16.50857353013882,WR,FLAT,63.87,14.739999999999995,2.64,2.64,279.6,63.89,14.449999999999996,3.02,2.44,281.49,61.0,18.489999999999995,4.7,1.77,265.48,12.201774461118353,WR,FLAT,63.85,15.899999999999999,0.06,0.06,270.96,63.84,15.879999999999995,0.07,0.03,267.21,57.4,33.94,3.81,3.8,119.82999999999998,3.7706498113720395,RB,FLAT,62.42,33.48,6.28,1.46,1.8400000000000318,62.34,32.839999999999996,6.12,1.35,356.78,,,,,,,,,,,,,,,,,,,57.47,30.169999999999998,82.74000000000001,1.92,327.03,1.72,0,10,2,47,46
42.36,7.16,2.51,5.3,39.29,23.81119274626956,WR,SLANT,42.49,7.63,2.83,3.75,184.56,42.76,7.52,3.05,3.0,165.66,42.5,17.16,4.9,3.85,23.28,14.818586302343421,WR,SLANT,42.95,17.02,3.82,0.8,238.42,42.97,17.4,3.85,0.7,237.07,45.6,23.89,5.8,3.92,5.71,12.492021453711969,WR,SLANT,44.94,23.92,1.35,0.43,172.86,44.93,23.78,1.36,0.34,176.93,43.97,35.77,4.3,2.99,46.55,11.27246645592703,TE,HITCH,44.01,35.06,0.64,0.85,260.88,44.07,35.06,0.55,0.82,259.92,37.73,38.81,6.74,0.72,354.72,9.718914548446243,RB,FLAT,40.03,37.91,3.57,4.46,352.44,39.88,37.59,2.98,4.11,343.55,34.51,29.64,121.62,0.69,242.8,1.05,0,4,3,31,15
33.540000000000006,6.219999999999999,4.82,0.58,101.61000000000001,25.77923583041204,WR,GO,39.599999999999994,8.709999999999994,0.52,0.65,92.24000000000001,39.58,8.759999999999998,0.56,0.12,92.24000000000001,32.5,17.36,4.39,0.95,117.79000000000002,15.461390623097262,WR,GO,31.810000000000002,17.799999999999997,2.73,1.36,269.04,31.700000000000003,17.549999999999997,2.61,1.36,267.53,31.549999999999997,20.79,6.82,1.91,5.6200000000000045,12.167662059738507,WR,SLANT,31.58,20.9,2.72,4.27,264.32,31.689999999999998,20.629999999999995,3.15,3.77,260.95,35.900000000000006,42.16,7.6,1.56,81.18,17.281973266962314,RB,GO,36.36,42.239999999999995,4.65,3.44,210.22,36.370000000000005,41.769999999999996,4.64,3.43,219.56,32.36,47.43,1.17,3.1,201.77,19.494073458361648,TE,HITCH,32.25,46.9,3.04,0.98,261.1,32.55,46.91,2.98,0.15,257.96,23.61,30.009999999999998,140.70999999999998,0.96,253.0,0.72,0,5,3,20,6
71.21000000000001,11.599999999999994,8.01,2.74,90.63,26.376210872678445,WR,GO,70.93,12.0,7.17,3.91,211.34,70.59,11.369999999999997,7.1,3.87,212.55,59.71,20.479999999999997,6.17,1.36,254.39,12.016742487046983,RB,FLAT,62.14,21.65,7.73,0.72,138.57999999999998,57.79,18.5,6.96,2.06,138.07,70.95,23.439999999999998,7.32,1.99,67.71000000000004,19.887636863136866,WR,HITCH,72.53,24.619999999999997,1.84,0.04,315.52,72.42,24.759999999999998,1.83,0.07,323.77,69.88,42.73,7.73,3.17,83.85000000000002,21.99615648244029,WR,GO,70.14,44.47,5.58,0.85,142.51999999999998,70.68,44.36,5.53,0.95,138.27999999999997,,,,,,,,,,,,,,,,,,,52.099999999999994,29.779999999999998,172.96000000000004,0.6,250.92000000000002,1.39,0,14,3,50,8
45.45,6.7,7.62,1.18,90.7,27.279913856168978,WR,GO,45.94,7.55,7.37,1.1,84.13,45.27,7.83,7.17,1.58,89.52,47.09,13.71,7.95,0.91,66.49,23.184585396336075,WR,GO,48.12,15.72,7.85,2.27,138.0,48.78,15.28,7.87,2.29,133.67,44.62,33.83,7.0,1.75,177.59,15.877887139037107,TE,SLANT,44.68,33.83,0.16,0.3,251.95,44.68,33.81,0.19,0.31,252.56,44.95,46.03,7.59,1.65,156.58,23.07112914445238,WR,GO,45.64,45.35,7.54,1.41,2.81,45.02,44.92,7.41,1.31,0.47,,,,,,,,,,,,,,,,,,,29.54,28.86,71.45,0.69,225.96,1.83,1,4,3,28,25
70.81,8.93,7.35,1.69,47.91,21.63388545777203,WR,GO,71.34,9.56,7.73,2.2,161.26,70.63,9.84,7.55,2.67,162.88,60.16,9.41,5.17,2.74,30.08,14.840030323419155,RB,CROSS,62.07,9.79,5.44,2.17,175.8,61.94,10.34,5.53,1.95,175.8,65.76,10.05,7.06,1.01,142.86,17.264509839552357,TE,GO,67.37,10.62,1.14,2.1,284.61,67.33,10.74,1.38,1.98,287.43,60.98,30.55,2.61,1.15,104.99,9.871924837639314,WR,SCREEN,61.72,28.31,3.12,2.2,225.47,62.02,28.4,2.8,2.42,226.89,,,,,,,,,,,,,,,,,,,54.48,23.12,180.07,2.87,226.32,1.82,1,10,2,47,-1
67.13,4.32,7.66,2.7,89.63,28.622831795613795,WR,GO,67.94,7.25,7.0,1.54,130.9,68.62,7.02,7.15,1.15,132.14,66.59,16.28,6.31,2.95,88.11,18.877936857612386,WR,POST,66.98,17.23,5.97,1.52,126.46,66.42,17.4,5.75,2.01,131.84,63.1,24.06,3.39,5.08,267.08,11.563087822895755,WR,OUT,63.94,24.34,3.67,0.47,171.41,63.99,23.96,2.42,0.33,202.42,63.37,30.86,1.25,7.46,231.0,10.87846036900443,TE,HITCH,63.69,30.75,1.15,0.35,352.16,63.72,30.85,1.15,0.08,354.06,68.57,49.9,8.03,1.62,109.95,26.264776793264392,RB,GO,69.1,48.78,7.24,2.33,63.71,68.39,48.62,7.11,2.33,60.66,52.65,29.01,129.54,0.51,226.11,1.39,0,10,1,49,3
71.69,7.91,0.64,2.61,328.88,22.40489678619386,WR,HITCH,73.4,8.58,0.7,1.12,300.28,73.38,8.65,0.67,0.85,301.15,66.98,22.28,3.57,4.09,238.24,11.480801365758404,WR,HITCH,65.47,22.34,0.74,0.26,293.77,65.44,22.4,0.69,0.35,292.02,64.18,24.6,5.94,2.87,5.71,8.695056066524245,RB,OUT,64.58,23.89,4.12,1.32,74.46,64.18,23.75,4.14,1.11,74.46,74.46,27.07,4.98,4.82,241.86,19.241676122417186,TE,IN,74.53,29.61,2.11,3.18,249.72,74.74,29.6,1.62,2.53,252.44,71.69,46.23,0.52,4.0,189.79,27.904297160114957,WR,HITCH,72.17,43.95,2.62,1.93,237.34,72.45,44.01,2.96,2.06,230.74,55.56,23.46,62.32,0.7,292.07,0.74,0,7,2,46,7
84.29,9.09,6.93,4.05,52.01,30.83453907552374,WR,IN,84.18,7.94,5.34,1.25,6.94,84.72,7.98,5.51,0.99,12.83,85.96,27.13,7.03,2.55,9.44,24.088314594425235,WR,POST,84.2,25.36,1.06,0.85,265.64,84.12,25.43,1.15,0.48,268.62,74.66,31.92,7.94,1.17,349.48,12.628958785268084,WR,CROSS,74.68,33.33,0.27,0.97,269.37,74.63,33.33,0.38,0.42,264.29,85.1,41.3,7.75,4.29,346.17,25.396145376808654,TE,CORNER,88.94,42.5,6.31,3.74,325.78,88.72,43.09,6.34,3.41,325.78,72.92,43.21,6.64,3.04,308.46,16.67771267290572,RB,OUT,74.71,42.15,0.68,0.5,214.61,74.68,42.09,0.74,0.41,213.31,62.11,30.51,37.22,0.34,21.25,0.78,0,10,2,39,3
45.489999999999995,3.1599999999999966,0.86,0.87,349.69,23.04731220771741,RB,SCREEN,46.599999999999994,6.109999999999999,2.19,2.17,293.56,46.41,6.189999999999998,1.96,2.47,293.56,55.730000000000004,13.07,0.55,1.56,311.4,21.320086772806526,WR,HITCH,55.91,12.869999999999997,1.0,0.51,274.56,55.980000000000004,12.949999999999996,1.01,0.37,273.04,48.89,24.639999999999997,0.44,4.0,266.39,10.855017273132267,TE,HITCH,48.849999999999994,24.799999999999997,4.27,1.95,74.13999999999999,48.47,24.56,4.37,1.8,68.87,57.76,38.91,1.42,4.8,231.32,24.149575565628467,WR,HITCH,57.13,38.75,7.14,0.77,139.92000000000002,57.65,38.239999999999995,7.25,0.63,143.98000000000002,42.959999999999994,46.11,1.2,0.97,162.89,21.7049763879162,WR,SCREEN,49.66,44.599999999999994,0.48,1.4,244.88,49.66,44.559999999999995,0.44,2.09,233.86,38.040000000000006,24.97,75.18,2.59,38.02999999999997,0.12,0,22,2,34,16
69.95,8.099999999999994,8.4,1.78,99.83999999999997,27.580959011607995,WR,GO,69.89,8.579999999999998,4.95,0.51,63.24000000000001,70.4,8.5,5.26,0.99,68.24000000000001,61.73,12.14,5.98,0.98,280.1,19.772478347440412,WR,FLAT,61.76,12.219999999999999,2.39,1.88,268.77,61.74,11.989999999999995,2.21,1.83,316.06,63.33,25.279999999999998,3.27,3.04,21.44999999999999,11.251315478645152,TE,HITCH,63.37,25.22,1.68,0.3,219.06,63.38,25.389999999999997,0.83,0.52,299.29,66.38,40.16,6.8,5.23,184.78,16.785338840786025,WR,SLANT,66.78999999999999,40.68,4.77,4.97,158.35000000000002,66.41,40.93,4.27,5.65,164.78999999999996,60.66,41.29,5.72,1.29,286.81,13.665039334008519,RB,FLAT,61.7,41.459999999999994,2.15,0.3,313.84000000000003,61.67,41.66,2.07,0.52,304.47,53.08,29.919999999999998,76.51999999999998,0.24,242.03,1.58,0,6,3,50,16
70.95,8.369999999999997,0.92,0.75,40.51999999999998,15.369905660087836,WR,SCREEN,76.53999999999999,8.0,5.92,3.54,173.29999999999995,76.56,8.61,6.15,3.34,171.51,74.83,16.22,5.34,2.89,81.82999999999998,10.218576221763973,TE,GO,74.75,15.959999999999994,6.79,1.48,167.05999999999995,74.45,16.61,6.63,1.02,180.05,73.81,34.66,5.19,3.72,69.57,12.946277457246161,WR,GO,77.68,36.67999999999999,0.6,0.66,154.38,77.66,36.73,0.56,0.73,161.76999999999998,74.63,43.669999999999995,5.4,3.03,92.16000000000003,21.53129814943818,WR,GO,78.78,40.309999999999995,1.41,0.34,205.07999999999998,78.87,40.419999999999995,1.38,0.13,200.02,,,,,,,,,,,,,,,,,,,67.50999999999999,23.349999999999998,141.99,0.85,213.77,0.23,0,13,3,37,5
64.52000000000001,18.22,6.54,5.97,38.69999999999999,22.204407220189424,WR,IN,64.35,15.589999999999996,4.53,1.45,268.99,63.89,15.649999999999999,4.64,1.21,270.63,66.02000000000001,29.339999999999996,8.54,4.02,5.6299999999999955,20.255411622576332,WR,CROSS,68.0,30.779999999999998,5.13,1.96,135.81,67.69,31.199999999999996,5.3,1.95,143.22000000000003,65.28,49.93,7.95,1.49,123.24000000000001,27.790106153089813,WR,GO,65.53999999999999,48.93,7.56,0.53,22.939999999999998,66.25,49.199999999999996,7.53,0.83,9.169999999999959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.78,30.129999999999995,105.02999999999997,0.48,68.28999999999996,0.36,0,10,1,41,19
45.3,1.26,6.95,5.1,97.96,32.33584079624341,WR,GO,45.05,2.7,3.99,4.59,14.07,45.44,2.72,3.9,4.83,19.33,47.1,15.99,6.44,4.98,193.82,24.413785040423374,WR,OUT,46.42,13.54,2.19,2.37,179.52,46.23,13.57,1.26,2.63,197.55,36.89,18.56,5.5,2.11,347.91,14.239160789878031,TE,FLAT,36.77,18.6,1.74,1.19,258.31,36.72,18.44,1.64,1.13,258.31,44.18,30.67,6.11,4.11,181.94,19.585629936256836,WR,IN,44.39,30.83,5.16,0.31,291.11,43.95,31.11,5.2,0.45,290.43,29.13,40.26,1.86,4.14,80.51,14.380907481796829,RB,FLAT,34.16,37.11,2.95,2.65,238.58,34.33,37.37,3.1,3.07,230.51,25.05,26.47,107.5,5.55,190.11,1.72,0,10,1,25,14
74.89,14.97,6.57,1.22,245.78,16.235716799698128,RB,FLAT,77.82,15.9,3.68,0.23,289.55,77.92,15.54,3.74,0.11,298.07,82.74,15.01,6.66,3.97,51.03,21.01203940601673,WR,POST,81.74,13.65,2.5,1.54,258.0,81.97,13.49,2.81,1.87,254.75,80.39,16.93,4.56,3.1,31.11,17.985630375385792,TE,HITCH,79.69,16.74,3.33,0.17,328.72,79.63,17.07,3.33,0.27,330.53,79.55,25.43,1.72,4.47,293.67,12.766444297454166,TE,HITCH,79.25,26.03,3.45,2.16,53.04,78.94,25.85,3.5,2.12,53.68,79.0,38.32,6.57,0.71,179.27,14.637339239083042,WR,SLANT,79.78,38.72,5.75,1.19,216.3,79.98,38.17,6.0,1.14,214.89,67.41,29.38,133.2,1.01,220.71,1.92,0,8,2,35,9
31.59,8.42,3.11,4.31,64.03,27.944876095627976,RB,FLAT,31.17,10.78,1.91,0.87,258.6,31.35,10.81,2.1,0.5,229.14,41.22,16.66,2.47,4.04,334.29,28.279893917764262,WR,HITCH,41.11,16.22,5.57,0.68,263.35,40.65,16.54,5.58,0.53,267.71,41.2,29.84,3.83,2.5,344.0,23.356069874874073,WR,HITCH,40.93,29.59,6.07,2.88,309.59,40.91,30.22,6.26,2.57,328.14,40.68,41.74,5.64,2.95,304.53,24.319210513501464,WR,HITCH,41.33,39.97,3.92,3.06,30.64,38.8,41.89,6.46,2.34,285.3,27.75,44.11,5.56,1.6,261.61,14.86090845136999,TE,FLAT,27.83,43.82,0.12,0.07,264.07,27.85,43.82,0.07,0.06,262.27,18.04,32.86,81.6,5.69,21.38,1.94,0,10,3,17,16
49.53,9.63,4.28,4.3,64.98,21.86202643855322,WR,SLANT,49.19,8.59,3.57,1.33,281.41,48.97,10.61,1.15,1.04,306.04,49.56,23.79,6.03,2.31,351.69,10.888493927077336,WR,SLANT,49.34,23.97,1.65,0.22,238.06,49.27,23.81,1.68,0.27,241.31,43.5,29.77,3.02,3.42,179.15,3.2787345119725666,RB,ANGLE,43.89,29.24,0.54,0.95,290.63,43.94,29.28,0.56,0.83,287.11,42.07,39.45,4.94,3.81,304.83,10.195577472610369,TE,FLAT,47.89,41.14,2.51,0.34,299.54,47.96,40.9,2.51,0.48,302.87,50.45,42.13,5.88,2.52,147.2,16.303011991653566,WR,SLANT,50.92,42.9,3.37,1.51,181.98,51.17,42.7,3.21,1.72,172.56,40.24,29.42,163.61,0.98,197.04,0.6,0,7,2,36,11
65.73,14.06,7.08,0.47,245.38,12.209258781760669,TE,FLAT,68.84,14.51,0.28,0.2,268.27,68.85,14.54,0.25,0.38,268.95,68.56,14.66,5.14,0.57,98.74,13.218687529403212,WR,GO,68.85,14.57,0.17,0.6,268.95,68.85,14.54,0.25,0.38,268.95,61.81,20.92,4.59,1.86,178.76,4.352194848579275,RB,FLAT,66.26,22.57,2.54,1.23,185.06,66.16,22.82,2.63,1.12,191.29,67.28,21.67,6.13,1.31,51.5,7.697233269168863,WR,CROSS,67.22,21.78,3.57,0.91,183.79,67.35,21.43,3.57,1.04,183.79,67.47,26.62,5.96,1.95,191.88,7.297561236467973,WR,CROSS,67.74,26.57,1.48,0.83,314.0,67.73,26.71,1.4,0.99,318.62,60.35,25.02,190.62,1.73,209.78,2.24,1,1,3,44,2
72.52,10.37,5.81,3.96,56.03,16.83255476747365,WR,SLANT,72.84,10.73,0.27,0.66,22.07,72.89,10.68,0.23,0.56,337.54,67.71,13.6,6.2,0.71,248.39,11.427795062915674,TE,FLAT,71.96,12.71,1.37,1.16,330.82,71.95,12.6,1.36,0.74,331.99,67.19,22.46,4.4,0.82,32.21,5.336450130939101,RB,ANGLE,67.83,21.07,2.26,1.17,254.43,68.03,21.16,2.1,1.64,262.18,71.26,30.42,5.61,2.45,156.13,11.618029092750632,WR,SLANT,71.87,30.64,4.88,1.69,238.48,71.69,31.09,4.85,1.84,237.89,72.43,42.61,5.39,4.32,135.67,21.821319850091562,WR,SLANT,73.59,42.08,1.67,0.79,271.13,73.65,42.23,1.63,0.63,266.36,61.95,23.47,162.12,1.25,223.59,1.34,0,10,2,42,3
72.29,6.96,4.28,2.3,95.72,18.702432996805527,WR,GO,72.76,7.74,2.82,2.45,246.48,73.0,7.55,3.12,2.25,238.3,67.37,18.28,5.6,1.87,157.4,6.365924913160696,RB,FLAT,67.61,19.12,4.91,0.46,319.97,68.09,18.96,4.81,0.55,296.91,70.34,34.01,5.46,2.07,281.59,11.049434374663711,TE,FLAT,72.01,33.09,6.09,1.45,198.76,72.24,33.65,5.99,1.9,190.78,72.15,37.66,5.05,2.25,88.61,15.122440279267101,WR,GO,73.78,36.71,5.06,2.85,190.97,74.03,37.14,4.83,2.94,191.81,71.29,44.53,3.28,1.08,98.74,21.186205417676856,WR,GO,71.71,44.09,0.05,0.74,222.19,71.71,44.09,0.07,0.9,223.27,65.16,24.25,50.72,1.56,292.69,0.73,0,7,3,39,8
87.23,13.57,5.78,3.58,28.41,17.186986355961306,WR,SLANT,87.81,13.05,5.45,3.75,324.59,88.07,13.54,5.65,3.09,324.59,83.06,15.14,6.5,1.36,232.12,13.556374884164276,TE,FLAT,85.79,15.12,6.2,0.49,232.69,85.78,14.5,6.18,0.4,235.12,86.68,30.57,6.48,0.79,159.09,10.75290658380329,WR,SLANT,87.34,30.83,6.71,0.82,188.26,87.08,31.45,6.59,1.33,196.01,85.29,41.44,5.73,1.91,149.96,16.872284966773172,WR,SLANT,85.92,41.54,6.08,3.15,181.05,85.64,42.06,5.66,3.77,194.31,,,,,,,,,,,,,,,,,,,76.53,27.02,69.2,0.53,235.89,1.61,1,6,4,27,8
96.55,10.77,3.89,5.06,29.63,22.405501556537402,TE,IN,97.43,10.82,0.38,1.11,330.68,97.43,10.93,0.47,1.32,21.41,95.9,19.32,5.58,3.27,0.15,14.841041068604323,WR,IN,96.45,18.93,0.82,0.58,267.62,96.41,18.8,1.01,0.27,278.42,101.47,20.09,7.37,1.96,94.74,18.41944896027023,WR,POST,101.46,19.69,1.72,1.08,18.69,101.43,19.52,1.82,1.16,18.69,90.84,38.28,5.66,2.73,69.58,8.6802592127194,RB,FLAT,94.4,38.41,1.13,1.94,206.85,94.41,38.3,0.99,2.15,265.63,98.84,47.44,6.47,1.38,135.59,20.750240962456314,WR,GO,99.49,46.69,5.95,0.49,297.29,99.01,46.34,5.97,0.26,299.1,86.47,30.78,98.45,0.61,311.67,1.37,0,8,2,17,10
115.65,7.43,7.16,2.77,228.86,16.074874805111246,WR,OUT,115.46,7.43,7.14,2.57,252.08,115.57,8.16,6.71,2.23,244.86,112.95,20.14,4.5,3.18,192.94,16.33011022620485,TE,IN,114.21,21.18,3.6,2.59,191.54,114.02,21.51,3.87,2.6,187.26,109.97,25.44,5.38,1.62,138.27,18.136066276896987,WR,HITCH,110.38,25.36,2.34,0.62,301.42,110.41,25.59,2.27,0.78,306.88,119.27,36.35,1.24,2.63,207.37,32.420024676116455,WR,HITCH,119.3,36.84,0.76,1.06,161.13,119.28,36.91,0.85,0.97,161.13,105.09,46.51,1.68,1.81,170.81,36.4981095400844,RB,FLAT,105.95,44.64,0.69,1.0,246.22,106.02,44.67,0.71,0.9,247.03,99.85,10.39,152.02,7.05,165.82,1.44,0,5,2,5,5
52.08,4.259999999999998,9.13,0.73,81.50999999999999,34.41596286608875,WR,GO,52.480000000000004,4.799999999999997,7.19,0.59,65.13,51.8,5.039999999999999,7.15,0.32,60.81,36.39,17.939999999999998,7.05,1.15,229.79,13.6188766056529,RB,OUT,41.22,19.209999999999994,1.85,3.11,238.99,41.18000000000001,19.379999999999995,1.56,3.28,241.02,51.459999999999994,20.25,6.44,5.81,178.98000000000002,25.76183999639776,WR,OUT,53.03,25.06,5.39,2.05,130.32,53.540000000000006,24.889999999999997,5.26,1.97,132.36,37.620000000000005,32.06999999999999,4.61,2.09,169.14999999999998,11.755407266445513,TE,HITCH,37.18000000000001,31.209999999999997,3.8,1.36,106.06,37.540000000000006,31.08,3.69,1.42,101.70999999999998,,,,,,,,,,,,,,,,,,,26.760000000000005,27.569999999999997,118.17000000000002,1.51,132.74,0.54,0,10,1,25,24
53.599999999999994,19.93,2.35,3.39,55.33000000000004,3.245997535427284,RB,FLAT,53.94,16.909999999999997,0.28,1.27,146.82,53.92,16.9,0.48,1.07,133.24,56.84,33.53999999999999,4.89,2.75,306.58,10.768518932518058,WR,FLAT,58.17,33.349999999999994,5.15,0.3,196.37,58.06,32.86,5.05,0.83,198.91,57.77,38.589999999999996,3.38,2.02,78.63999999999999,15.89123028591556,WR,FLAT,59.15,38.08,1.69,3.75,243.87,59.07,37.89,2.21,3.92,240.64,59.06,44.699999999999996,2.57,2.09,87.44999999999999,22.13379768589204,WR,GO,60.29,44.3,0.47,0.4,222.19,60.26,44.199999999999996,0.56,0.21,225.22,,,,,,,,,,,,,,,,,,,54.010000000000005,23.15,101.67000000000002,1.19,217.92000000000002,0.69,0,10,1,49,-4
