x_0,y_0,vel_0,accel_0,orientation_0,dist_qb_0,receiver_type_0,route_ran_0,defensor_x_0_0,defensor_y_0_0,defensor_vel_0_0,defensor_accel_0_0,defensor_orientation_0_0,defensor_x_0_1,defensor_y_0_1,defensor_vel_0_1,defensor_accel_0_1,defensor_orientation_0_1,x_1,y_1,vel_1,accel_1,orientation_1,dist_qb_1,receiver_type_1,route_ran_1,defensor_x_1_0,defensor_y_1_0,defensor_vel_1_0,defensor_accel_1_0,defensor_orientation_1_0,defensor_x_1_1,defensor_y_1_1,defensor_vel_1_1,defensor_accel_1_1,defensor_orientation_1_1,x_2,y_2,vel_2,accel_2,orientation_2,dist_qb_2,receiver_type_2,route_ran_2,defensor_x_2_0,defensor_y_2_0,defensor_vel_2_0,defensor_accel_2_0,defensor_orientation_2_0,defensor_x_2_1,defensor_y_2_1,defensor_vel_2_1,defensor_accel_2_1,defensor_orientation_2_1,x_3,y_3,vel_3,accel_3,orientation_3,dist_qb_3,receiver_type_3,route_ran_3,defensor_x_3_0,defensor_y_3_0,defensor_vel_3_0,defensor_accel_3_0,defensor_orientation_3_0,defensor_x_3_1,defensor_y_3_1,defensor_vel_3_1,defensor_accel_3_1,defensor_orientation_3_1,x_4,y_4,vel_4,accel_4,orientation_4,dist_qb_4,receiver_type_4,route_ran_4,defensor_x_4_0,defensor_y_4_0,defensor_vel_4_0,defensor_accel_4_0,defensor_orientation_4_0,defensor_x_4_1,defensor_y_4_1,defensor_vel_4_1,defensor_accel_4_1,defensor_orientation_4_1,qb_x,qb_y,qb_orientation,qb_speed,qb_direction,qb_accel,amount_of_players_causing_pressure_on_qb,result
58.27,12.32,7.59,3.43,56.610000000000014,22.273773815857968,WR,GO,56.39,9.57,3.74,3.6,19.230000000000018,56.1,9.769999999999996,3.36,3.82,22.08000000000004,40.760000000000005,13.399999999999999,4.85,1.9,49.639999999999986,10.781284710089052,RB,FLAT,40.040000000000006,19.959999999999994,3.38,3.85,74.32,40.379999999999995,19.989999999999995,3.39,3.37,73.12,58.42,29.979999999999997,8.42,2.27,126.79000000000002,19.949328309494536,TE,GO,58.81,29.209999999999997,0.72,0.33,256.39,58.87,29.24,0.66,0.37,258.49,53.989999999999995,38.69,6.35,0.6,73.53999999999996,20.668742100089204,WR,CORNER,53.989999999999995,38.81999999999999,3.07,1.33,352.40999999999997,54.010000000000005,38.51,3.21,1.27,352.40999999999997,52.08,42.61,1.9,2.54,143.79000000000002,22.467505424501407,WR,IN,53.019999999999996,43.03,0.91,0.63,265.2,52.980000000000004,43.11,0.85,0.6,265.2,39.36,24.089999999999996,129.47000000000003,1.76,74.83000000000004,4.02,2,C
59.04,12.369999999999997,7.62,4.06,54.620000000000005,22.75968585020452,WR,GO,59.27,16.14,0.1,0.73,288.18,59.28,16.14,0.09,0.92,289.79,40.78,12.919999999999995,4.69,2.1,45.06,11.286133084453686,RB,FLAT,40.040000000000006,19.959999999999994,3.38,3.85,74.32,40.379999999999995,19.989999999999995,3.39,3.37,73.12,59.27,29.959999999999997,8.48,2.4,132.55,20.55131382661459,TE,GO,59.66,29.619999999999997,0.67,0.22,252.34,59.71,29.679999999999996,0.69,0.16,250.42000000000002,54.540000000000006,39.04,6.43,0.88,72.09000000000003,21.128426349352196,WR,CORNER,54.760000000000005,38.989999999999995,4.71,1.99,16.409999999999968,54.379999999999995,38.709999999999994,4.97,1.07,26.850000000000023,52.129999999999995,42.44,1.63,2.5,145.45,22.20123645205374,WR,IN,53.06,42.94,0.98,0.57,265.81,53.11,42.849999999999994,1.04,0.54,265.81,39.56,24.139999999999997,121.76999999999998,2.19,72.86000000000001,3.65,2,C
59.8,12.379999999999995,7.57,4.12,51.91999999999996,23.255592875693356,WR,GO,59.28,16.14,0.09,0.92,289.79,59.27,16.14,0.1,0.73,288.18,40.8,12.469999999999999,4.45,2.37,39.56999999999999,11.803291913699328,RB,FLAT,40.040000000000006,19.959999999999994,3.38,3.85,74.32,40.379999999999995,19.989999999999995,3.39,3.37,73.12,60.13,29.919999999999998,8.51,2.38,135.66000000000003,21.120883030782586,TE,GO,60.02,30.039999999999996,0.84,0.11,244.26999999999998,60.07,30.089999999999996,0.8,0.25,245.26,55.099999999999994,39.379999999999995,6.54,1.02,68.63999999999999,21.53876969559774,WR,CORNER,55.129999999999995,39.25,4.48,2.55,11.340000000000032,55.489999999999995,39.48,4.17,3.2,357.13,52.17,42.29,1.4,2.35,147.76999999999998,21.895844354580163,WR,IN,53.150000000000006,42.75,1.08,0.62,267.94,53.2,42.65,1.14,0.63,267.94,39.790000000000006,24.229999999999997,106.86000000000001,2.65,68.91999999999996,3.61,2,C
40.849999999999994,12.04,4.2,2.62,35.210000000000036,12.325988804148734,RB,FLAT,48.099999999999994,9.379999999999995,0.06,0.04,282.9,48.099999999999994,9.379999999999995,0.04,0.19,284.65,60.55,12.329999999999998,7.5,4.01,47.289999999999964,23.759000399848475,WR,GO,62.0,15.779999999999994,3.7,1.64,255.23000000000002,61.66,15.909999999999997,3.48,1.96,250.70999999999998,60.98,29.849999999999998,8.57,2.28,142.2,21.6431282396977,TE,GO,60.29,30.339999999999996,0.83,0.3,259.92,60.33,30.4,0.73,0.51,265.69,55.66,39.73,6.55,0.9,64.64999999999998,21.92086220932014,WR,CORNER,55.84,39.68,3.87,3.78,341.6,55.489999999999995,39.48,4.17,3.2,357.13,52.22,42.14,1.46,1.35,149.89,21.56267376741577,WR,IN,53.2,42.65,1.14,0.63,267.94,53.25,42.54,1.19,0.64,267.94,40.05,24.339999999999996,98.68,3.04,66.0,3.24,2,C
40.92,11.64,3.92,2.96,31.409999999999968,12.862635810750453,RB,FLAT,48.099999999999994,9.379999999999995,0.06,0.04,282.9,48.099999999999994,9.379999999999995,0.04,0.19,284.65,61.3,12.239999999999995,7.5,3.82,41.620000000000005,24.268601113372817,WR,GO,62.36,15.649999999999999,3.92,1.42,256.54,62.75,15.529999999999994,4.11,1.31,256.54,61.84,29.749999999999996,8.58,2.13,150.67000000000002,22.12436891755334,TE,GO,60.36,30.459999999999997,0.66,0.82,276.7,60.33,30.4,0.73,0.51,265.69,56.21,40.08,6.56,0.66,56.69,22.23932777761055,WR,CORNER,56.17,39.81999999999999,3.39,4.74,318.78,56.48,39.89,2.95,5.29,297.34000000000003,52.260000000000005,42.0,1.44,0.76,144.85000000000002,21.176595571526605,WR,IN,53.3,42.43,1.23,0.72,267.94,53.25,42.54,1.19,0.64,267.94,40.349999999999994,24.49,93.04000000000002,3.45,62.5,3.12,2,C
41.010000000000005,11.279999999999994,3.68,3.25,31.409999999999968,13.394573528112051,RB,FLAT,48.099999999999994,9.379999999999995,0.06,0.04,282.9,48.099999999999994,9.379999999999995,0.04,0.19,284.65,62.04,12.099999999999994,7.48,3.62,41.620000000000005,24.801397138064626,WR,GO,63.16,15.409999999999997,4.28,1.19,257.31,62.75,15.529999999999994,4.11,1.31,256.54,62.69,29.629999999999995,8.54,2.06,155.72000000000003,22.58146363724017,TE,GO,60.36,30.459999999999997,0.66,0.82,276.7,60.33,30.4,0.73,0.51,265.69,56.76,40.44,6.52,0.86,45.360000000000014,22.536701178300255,WR,CORNER,56.75,40.47,1.62,5.39,89.62,56.92,40.48,1.95,5.46,74.72000000000003,52.31,41.839999999999996,1.61,0.33,149.33999999999997,20.7492505888767,WR,IN,53.349999999999994,42.309999999999995,1.31,0.68,270.88,53.400000000000006,42.19,1.41,0.7,273.5,40.66,24.669999999999998,84.87,3.78,59.80000000000001,2.75,2,C
41.129999999999995,10.939999999999998,3.48,3.3,27.980000000000018,13.950702491272617,RB,FLAT,48.099999999999994,9.379999999999995,0.06,0.04,282.9,48.099999999999994,9.379999999999995,0.04,0.19,284.65,62.76,11.93,7.42,3.36,38.85000000000002,25.335636956666395,WR,GO,63.61,15.309999999999995,4.5,1.33,260.46,63.16,15.409999999999997,4.28,1.19,257.31,63.53,29.499999999999996,8.44,1.97,159.16000000000008,23.006601226604513,TE,GO,60.36,30.459999999999997,0.66,0.82,276.7,60.37,30.529999999999998,0.64,1.07,282.23,57.3,40.809999999999995,6.44,1.54,42.039999999999964,22.791719987749936,WR,CORNER,57.37,40.65,2.83,4.64,49.81,57.14,40.54,2.4,5.06,56.31999999999999,52.370000000000005,41.66,1.92,1.21,156.85000000000002,20.266654879382543,WR,IN,53.400000000000006,42.19,1.41,0.7,273.5,53.459999999999994,42.059999999999995,1.45,0.89,276.15999999999997,40.989999999999995,24.889999999999997,74.02999999999997,4.04,56.08000000000004,2.46,2,C
41.260000000000005,10.629999999999995,3.29,3.27,24.58000000000004,14.500124137399652,RB,FLAT,48.099999999999994,9.379999999999995,0.06,0.04,282.9,48.099999999999994,9.379999999999995,0.04,0.19,284.65,63.47,11.719999999999999,7.35,3.07,35.5,25.893060846489355,WR,GO,64.06,15.209999999999994,4.62,1.31,261.76,64.52000000000001,15.129999999999995,4.71,1.4,265.14,64.36,29.359999999999996,8.34,1.9,160.23000000000002,23.42508271063307,TE,GO,60.36,30.459999999999997,0.66,0.82,276.7,60.37,30.529999999999998,0.64,1.07,282.23,57.81,41.209999999999994,6.36,2.21,27.00999999999999,23.032292547638416,WR,CORNER,57.94,40.989999999999995,3.73,3.72,37.60000000000002,57.65,40.8,3.33,4.24,42.40999999999997,52.45,41.44,2.41,2.48,163.39999999999998,19.74570839448411,WR,IN,53.519999999999996,41.919999999999995,1.51,1.11,280.03,53.58,41.78,1.57,1.27,284.0,41.31999999999999,25.129999999999995,67.60000000000002,4.19,53.31999999999999,2.0,2,C
41.42,10.36,3.08,3.29,20.220000000000027,15.031759710692555,RB,FLAT,48.099999999999994,9.379999999999995,0.06,0.04,282.9,48.099999999999994,9.379999999999995,0.04,0.19,284.65,64.17,11.5,7.26,2.69,32.74000000000001,26.459072168161903,WR,GO,64.52000000000001,15.129999999999995,4.71,1.4,265.14,64.99000000000001,15.07,4.8,1.47,267.9,65.17,29.22,8.17,1.92,156.33999999999992,23.82979857237572,TE,GO,65.63,33.48,4.68,1.48,244.01,66.09,33.41,4.74,1.53,251.65,52.53,41.19,2.77,3.1,163.39999999999998,19.183701415524585,WR,IN,53.67,41.459999999999994,1.79,1.14,293.97,53.629999999999995,41.62,1.63,1.3,287.18,58.28,41.62,6.28,2.82,358.36,23.237250267619874,WR,CORNER,58.6,41.48,4.36,2.38,30.340000000000032,58.26,41.22,4.06,2.96,33.75999999999999,41.650000000000006,25.389999999999997,62.74000000000001,4.25,50.50999999999999,1.66,2,C
41.61,10.129999999999995,2.89,3.42,22.769999999999982,15.534406972910167,RB,FLAT,48.099999999999994,9.379999999999995,0.06,0.04,282.9,48.099999999999994,9.379999999999995,0.04,0.19,284.65,64.86,11.239999999999995,7.22,2.44,35.40999999999997,27.04497735255106,WR,GO,64.99000000000001,15.07,4.8,1.47,267.9,65.47999999999999,15.029999999999994,4.9,1.8,275.65999999999997,65.96000000000001,29.08,7.95,2.23,149.26,24.222650556865165,TE,GO,66.09,33.41,4.74,1.53,251.65,66.56,33.379999999999995,4.72,1.91,263.69,52.620000000000005,40.9,3.22,3.44,165.01,18.586747967301864,WR,IN,53.75,41.089999999999996,2.05,1.04,307.5,53.709999999999994,41.28,1.91,1.14,300.51,58.73,42.059999999999995,6.16,3.12,337.01,23.441896254356212,WR,CORNER,58.95,41.76,4.59,2.01,31.0,59.3,42.059999999999995,4.67,1.31,33.460000000000036,41.980000000000004,25.659999999999997,60.27999999999997,4.24,49.629999999999995,1.12,2,C
41.81,9.93,2.77,3.24,22.769999999999982,16.01749668331478,RB,FLAT,48.099999999999994,9.379999999999995,0.06,0.04,282.9,48.099999999999994,9.379999999999995,0.04,0.19,284.65,65.53,10.989999999999995,7.11,2.17,39.85000000000002,27.624905429702384,WR,GO,65.47999999999999,15.029999999999994,4.9,1.8,275.65999999999997,65.97999999999999,15.019999999999996,5.03,2.07,281.5,66.72999999999999,28.949999999999996,7.7,2.56,141.37,24.614731361524132,TE,GO,67.03999999999999,33.37,4.74,2.26,276.99,66.56,33.379999999999995,4.72,1.91,263.69,52.72,40.56999999999999,3.68,3.53,168.26999999999998,17.961439251908512,WR,IN,53.81,40.669999999999995,2.24,1.15,322.25,53.78,40.89,2.15,1.07,316.6,59.15,42.51,6.1,3.14,317.03999999999996,23.632338013831813,WR,CORNER,59.3,42.059999999999995,4.67,1.31,33.460000000000036,59.65,42.37,4.68,0.83,33.460000000000036,42.3,25.939999999999998,59.14999999999998,4.24,48.039999999999964,1.04,2,C
42.019999999999996,9.769999999999996,2.7,3.05,22.769999999999982,16.460221748202546,RB,FLAT,48.099999999999994,9.379999999999995,0.06,0.04,282.9,48.099999999999994,9.379999999999995,0.04,0.19,284.65,66.18,10.709999999999994,6.96,2.13,41.58000000000004,28.2236868605078,WR,GO,68.19,7.259999999999998,4.57,1.95,47.18000000000001,68.58,7.509999999999998,4.45,1.92,46.15999999999997,67.49000000000001,28.83,7.47,2.75,129.68,25.026469986795995,TE,GO,67.50999999999999,33.39,4.73,2.53,285.08,67.03999999999999,33.37,4.74,2.26,276.99,52.81999999999999,40.19,4.17,3.63,167.69000000000005,17.309225863683217,WR,IN,53.870000000000005,40.199999999999996,2.47,1.23,332.94,53.84,40.44,2.35,1.23,327.0,59.53,42.98,6.01,3.06,300.08,23.822730741877603,WR,CORNER,59.99,42.69,4.58,0.88,31.25,59.65,42.37,4.68,0.83,33.460000000000036,42.599999999999994,26.22,55.44999999999999,4.08,46.73000000000002,1.3,2,C
