qb_orientation,result_0.0,result_1.0,result_2.0,result_3.0,result_4.0
66.58,0,0,0,1,0
6.39,0,0,0,1,0
131.86,0,1,0,0,0
68.44,0,0,0,1,0
100.74,1,0,0,0,0
151.05,0,1,0,0,0
121.07,1,0,0,0,0
143.88,0,1,0,0,0
105.69,0,0,0,0,1
134.58,0,0,0,1,0
78.89,0,1,0,0,0
139.68,0,0,0,0,0
95.34,0,0,1,0,0
122.95,0,0,0,1,0
122.73,1,0,0,0,0
136.27,0,0,0,1,0
116.49,1,0,0,0,0
73.89,0,0,0,1,0
213.28,1,0,0,0,0
344.55,0,0,1,0,0
315.62,0,0,1,0,0
313.28,0,0,0,1,0
252.73,0,0,1,0,0
65.13,0,0,1,0,0
174.89,1,0,0,0,0
114.61,0,1,0,0,0
359.11,0,0,0,0,1
237.24,0,1,0,0,0
42.29,0,0,0,1,0
317.42,0,1,0,0,0
343.26,0,0,0,0,1
14.02,0,0,0,1,0
221.75,1,0,0,0,0
258.57,0,1,0,0,0
120.63,0,0,1,0,0
72.44,0,0,0,1,0
13.53,0,0,1,0,0
232.05,0,0,1,0,0
235.45,1,0,0,0,0
325.75,0,0,0,0,1
204.13,1,0,0,0,0
276.75,0,0,1,0,0
109.08,0,0,1,0,0
68.62,0,0,0,0,1
135.9,0,1,0,0,0
60.42,0,0,0,1,0
17.21,0,0,0,1,0
60.55,0,0,0,1,0
155.64,1,0,0,0,0
37.67,0,0,0,0,1
51.7,0,0,0,0,1
59.88,0,0,0,1,0
87.47,0,0,1,0,0
252.96,0,0,0,0,0
222.2,0,0,1,0,0
246.19,0,1,0,0,0
341.15,0,0,0,1,0
73.1,0,0,0,0,1
154.26,1,0,0,0,0
359.88,0,0,0,1,0
326.6,0,0,0,0,1
323.53,0,0,0,1,0
35.58,0,0,0,0,1
339.04,1,0,0,0,0
262.39,0,1,0,0,0
306.33,0,1,0,0,0
254.54,0,1,0,0,0
260.89,1,0,0,0,0
311.13,0,0,0,1,0
261.26,1,0,0,0,0
334.37,0,0,0,0,1
334.38,0,0,0,1,0
335.95,0,0,0,1,0
234.3,1,0,0,0,0
317.1,0,0,0,0,1
126.89,0,0,1,0,0
153.48,1,0,0,0,0
325.19,0,0,0,1,0
346.46,0,0,1,0,0
323.82,0,0,0,1,0
290.0,0,0,0,0,1
281.86,0,0,0,1,0
301.44,0,0,0,0,0
144.72,1,0,0,0,0
217.15,0,1,0,0,0
223.51,0,1,0,0,0
357.59,0,0,0,0,1
133.38,0,0,1,0,0
85.06,0,0,1,0,0
14.48,0,0,0,0,0
127.32,1,0,0,0,0
140.54,1,0,0,0,0
173.07,1,0,0,0,0
73.03,0,0,0,1,0
180.39,0,1,0,0,0
238.5,0,1,0,0,0
119.88,0,1,0,0,0
126.41,1,0,0,0,0
59.87,0,0,0,1,0
331.65,0,1,0,0,0
90.87,0,1,0,0,0
171.01,1,0,0,0,0
191.33,1,0,0,0,0
84.58,0,0,1,0,0
43.82,0,0,1,0,0
305.32,0,0,0,0,1
313.06,0,0,0,0,1
310.72,0,0,0,1,0
152.15,0,0,0,1,0
103.82,0,0,0,1,0
329.07,0,0,0,0,1
342.52,0,0,0,1,0
175.71,0,1,0,0,0
162.87,1,0,0,0,0
131.51,1,0,0,0,0
158.31,0,1,0,0,0
30.42,0,0,1,0,0
112.79,0,0,1,0,0
60.56,0,0,1,0,0
161.85,1,0,0,0,0
264.63,0,0,1,0,0
356.34,0,0,0,0,1
332.86,0,0,0,0,1
324.06,0,0,0,1,0
244.03,0,0,0,0,0
354.32,0,0,0,1,0
286.21,0,1,0,0,0
90.63,0,0,1,0,0
117.27,0,1,0,0,0
345.91,0,0,1,0,0
3.74,0,1,0,0,0
159.88,0,1,0,0,0
147.29,0,0,1,0,0
237.11,1,0,0,0,0
244.89,0,1,0,0,0
334.51,0,0,0,1,0
250.83,1,0,0,0,0
336.11,0,0,0,1,0
236.17,1,0,0,0,0
337.29,0,0,1,0,0
334.56,0,0,1,0,0
185.89,1,0,0,0,0
358.13,0,1,0,0,0
237.52,0,1,0,0,0
322.83,0,0,0,1,0
306.3,0,0,0,1,0
238.69,1,0,0,0,0
160.56,0,1,0,0,0
116.5,0,1,0,0,0
112.86,0,0,0,0,1
330.75,0,0,0,0,1
318.41,0,0,1,0,0
298.01,0,0,1,0,0
294.3,1,0,0,0,0
291.35,0,0,1,0,0
89.22,0,0,1,0,0
146.86,0,0,1,0,0
205.92,0,1,0,0,0
354.29,0,0,0,0,1
306.38,0,0,0,0,0
225.08,0,1,0,0,0
343.29,0,0,0,0,1
294.36,0,0,0,1,0
135.8,1,0,0,0,0
282.74,0,0,0,1,0
189.74,1,0,0,0,0
193.97,0,1,0,0,0
200.23,1,0,0,0,0
218.07,0,0,1,0,0
229.03,0,1,0,0,0
135.0,0,0,1,0,0
44.85,0,0,1,0,0
35.55,0,1,0,0,0
350.14,0,1,0,0,0
130.25,0,0,1,0,0
356.65,0,0,1,0,0
341.69,0,0,1,0,0
4.05,0,0,0,1,0
356.27,0,0,0,0,1
263.67,1,0,0,0,0
13.98,0,0,1,0,0
12.72,0,0,0,0,1
31.32,0,0,1,0,0
182.12,1,0,0,0,0
222.87,1,0,0,0,0
324.27,0,0,1,0,0
202.85,1,0,0,0,0
46.06,0,0,0,1,0
97.28,0,1,0,0,0
153.79,1,0,0,0,0
13.23,0,0,0,1,0
83.39,0,1,0,0,0
60.06,0,0,0,0,1
355.72,0,0,0,0,1
318.44,0,0,0,0,1
256.71,0,1,0,0,0
222.02,1,0,0,0,0
328.16,0,0,0,1,0
340.31,0,0,0,0,1
171.6,1,0,0,0,0
22.32,0,0,0,0,1
261.75,0,0,0,1,0
265.23,0,0,0,1,0
16.11,0,0,0,0,1
171.69,0,0,1,0,0
128.19,0,1,0,0,0
327.45,0,0,0,1,0
231.6,0,0,0,1,0
176.12,1,0,0,0,0
105.39,0,1,0,0,0
205.43,1,0,0,0,0
37.38,0,1,0,0,0
22.27,0,1,0,0,0
10.5,0,0,1,0,0
25.72,0,0,1,0,0
32.97,0,0,1,0,0
355.33,1,0,0,0,0
183.52,1,0,0,0,0
10.98,0,0,0,0,1
162.23,1,0,0,0,0
13.05,0,0,0,1,0
13.35,0,0,0,0,1
146.24,1,0,0,0,0
205.26,1,0,0,0,0
313.13,0,0,1,0,0
17.11,0,0,1,0,0
44.59,0,0,0,1,0
344.22,0,0,0,1,0
307.86,1,0,0,0,0
353.58,0,0,0,0,1
297.54,0,1,0,0,0
136.7,1,0,0,0,0
21.98,0,0,0,1,0
139.41,1,0,0,0,0
76.87,0,0,1,0,0
12.86,0,0,0,0,1
318.97,0,0,1,0,0
249.86,0,1,0,0,0
243.97,0,1,0,0,0
224.57,1,0,0,0,0
133.9,0,1,0,0,0
252.12,1,0,0,0,0
323.67,0,0,0,1,0
230.82,0,0,1,0,0
320.61,1,0,0,0,0
224.68,0,1,0,0,0
359.1,0,0,0,1,0
82.75,0,0,0,0,1
52.36,0,1,0,0,0
112.13,0,0,1,0,0
231.98,0,1,0,0,0
356.5,0,0,1,0,0
147.49,0,0,1,0,0
154.13,1,0,0,0,0
165.88,1,0,0,0,0
191.03,0,0,1,0,0
162.17,1,0,0,0,0
267.11,1,0,0,0,0
285.45,0,0,1,0,0
169.77,1,0,0,0,0
40.71,0,0,0,1,0
262.0,1,0,0,0,0
313.97,0,0,0,1,0
343.71,0,1,0,0,0
318.25,0,1,0,0,0
307.25,0,0,1,0,0
229.1,0,0,1,0,0
113.9,0,0,1,0,0
69.37,0,0,0,1,0
129.46,0,0,1,0,0
93.18,0,0,1,0,0
221.33,1,0,0,0,0
128.2,1,0,0,0,0
316.9,0,0,0,0,0
245.25,0,1,0,0,0
10.78,0,0,1,0,0
330.62,0,0,1,0,0
323.55,0,0,0,1,0
280.77,0,0,1,0,0
38.46,0,0,0,1,0
67.36,0,0,1,0,0
103.94,0,0,0,1,0
341.02,0,0,1,0,0
262.79,0,1,0,0,0
296.54,0,1,0,0,0
103.82,0,1,0,0,0
78.83,0,0,1,0,0
315.94,0,0,0,0,1
229.32,0,0,0,1,0
197.83,0,0,1,0,0
29.37,0,0,0,1,0
155.95,0,1,0,0,0
245.18,1,0,0,0,0
181.24,0,0,1,0,0
178.92,0,1,0,0,0
27.51,0,1,0,0,0
211.94,0,1,0,0,0
173.22,0,1,0,0,0
49.82,0,0,0,0,1
47.94,0,0,0,0,1
164.94,1,0,0,0,0
186.62,1,0,0,0,0
94.49,0,0,1,0,0
89.38,0,1,0,0,0
49.0,0,0,0,1,0
144.72,0,0,0,0,0
100.38,0,1,0,0,0
219.56,1,0,0,0,0
171.16,1,0,0,0,0
152.3,0,1,0,0,0
237.45,1,0,0,0,0
120.4,0,1,0,0,0
67.43,0,0,0,0,1
168.62,0,1,0,0,0
333.3,0,0,0,0,0
209.33,1,0,0,0,0
66.21,0,0,1,0,0
74.24,0,0,1,0,0
52.58,0,0,0,0,1
130.45,0,1,0,0,0
226.72,1,0,0,0,0
62.85,0,0,1,0,0
248.82,1,0,0,0,0
169.32,0,1,0,0,0
144.01,0,1,0,0,0
13.96,0,0,0,0,1
242.46,0,0,1,0,0
252.64,0,1,0,0,0
277.99,0,0,1,0,0
299.65,0,1,0,0,0
184.8,0,1,0,0,0
160.89,1,0,0,0,0
146.59,0,1,0,0,0
72.77,0,1,0,0,0
93.58,0,0,1,0,0
149.2,1,0,0,0,0
299.38,0,0,0,1,0
332.51,0,0,1,0,0
96.79,0,0,1,0,0
115.61,0,1,0,0,0
247.18,0,0,1,0,0
284.06,0,0,1,0,0
303.69,0,0,1,0,0
91.57,0,1,0,0,0
312.24,0,0,0,0,1
316.71,0,0,0,0,0
222.42,1,0,0,0,0
235.94,1,0,0,0,0
160.1,1,0,0,0,0
292.74,0,1,0,0,0
294.09,0,0,1,0,0
149.42,0,1,0,0,0
143.9,0,1,0,0,0
36.41,0,0,0,1,0
125.43,0,1,0,0,0
282.33,0,0,1,0,0
305.78,0,0,1,0,0
273.33,1,0,0,0,0
123.65,0,1,0,0,0
160.04,0,1,0,0,0
313.95,1,0,0,0,0
329.2,0,0,0,0,1
47.09,0,0,0,0,1
47.74,0,0,0,0,1
55.48,0,0,0,0,1
54.91,0,0,1,0,0
58.15,0,0,0,0,1
271.07,0,1,0,0,0
248.35,1,0,0,0,0
339.56,0,0,0,1,0
234.58,1,0,0,0,0
138.23,1,0,0,0,0
109.35,0,0,1,0,0
124.86,0,0,1,0,0
65.48,0,0,1,0,0
115.28,0,0,1,0,0
61.52,0,0,0,1,0
46.92,0,0,0,0,1
153.29,1,0,0,0,0
126.26,0,1,0,0,0
284.79,0,1,0,0,0
89.47,0,1,0,0,0
72.36,0,0,0,1,0
115.59,1,0,0,0,0
352.22,0,0,0,0,1
344.57,0,0,1,0,0
246.86,0,1,0,0,0
16.55,0,0,0,1,0
110.97,0,0,1,0,0
185.06,1,0,0,0,0
144.8,0,0,1,0,0
43.2,0,0,0,1,0
358.62,0,0,0,0,0
116.15,0,0,1,0,0
71.83,0,0,0,1,0
205.82,0,0,0,0,0
223.1,0,0,1,0,0
340.91,0,0,0,0,1
259.86,0,1,0,0,0
240.77,0,0,1,0,0
230.1,0,1,0,0,0
94.76,0,0,1,0,0
110.02,0,0,1,0,0
328.67,0,0,1,0,0
332.2,0,0,0,1,0
207.79,1,0,0,0,0
340.95,0,1,0,0,0
264.27,0,0,1,0,0
224.55,0,1,0,0,0
163.03,1,0,0,0,0
127.31,1,0,0,0,0
131.74,1,0,0,0,0
169.96,0,1,0,0,0
351.44,0,0,0,1,0
338.09,0,0,0,0,1
338.25,0,0,0,1,0
319.25,0,0,0,0,1
57.63,0,0,0,0,1
117.62,1,0,0,0,0
151.19,1,0,0,0,0
63.17,0,1,0,0,0
341.05,0,0,0,0,1
221.57,0,1,0,0,0
199.27,0,0,1,0,0
257.1,0,1,0,0,0
308.24,0,0,0,1,0
225.41,0,1,0,0,0
231.94,1,0,0,0,0
244.12,0,1,0,0,0
244.95,1,0,0,0,0
332.67,0,0,0,0,1
116.04,0,0,1,0,0
149.49,0,0,1,0,0
263.91,0,1,0,0,0
290.9,0,0,0,1,0
324.31,0,0,0,1,0
247.08,1,0,0,0,0
324.5,0,0,0,0,1
124.74,0,1,0,0,0
242.11,1,0,0,0,0
221.56,0,1,0,0,0
281.0,1,0,0,0,0
119.45,0,0,0,0,1
6.34,0,0,0,1,0
6.9,0,0,0,1,0
339.77,0,0,0,0,1
319.14,1,0,0,0,0
142.33,0,1,0,0,0
132.92,1,0,0,0,0
70.42,0,0,0,1,0
148.9,0,0,1,0,0
49.81,0,0,1,0,0
117.32,0,1,0,0,0
339.62,0,0,0,0,1
248.04,0,1,0,0,0
348.32,0,1,0,0,0
98.92,0,0,1,0,0
132.39,1,0,0,0,0
340.3,0,0,0,1,0
319.24,0,0,0,0,1
284.85,0,1,0,0,0
124.64,1,0,0,0,0
119.64,0,1,0,0,0
139.81,1,0,0,0,0
114.4,0,0,1,0,0
113.24,0,0,1,0,0
354.56,0,0,0,1,0
277.74,0,0,0,0,0
139.93,1,0,0,0,0
146.76,0,1,0,0,0
118.76,0,1,0,0,0
70.45,0,0,0,0,1
163.06,0,0,0,1,0
119.85,0,0,1,0,0
134.04,0,1,0,0,0
157.25,1,0,0,0,0
131.75,1,0,0,0,0
130.21,1,0,0,0,0
357.78,0,0,0,1,0
318.53,0,0,0,0,1
119.39,0,0,1,0,0
68.75,0,0,1,0,0
85.15,0,1,0,0,0
79.0,0,0,0,0,1
91.83,0,0,1,0,0
172.0,1,0,0,0,0
320.38,0,0,0,1,0
285.25,0,0,1,0,0
347.26,0,0,0,0,1
328.57,0,0,0,0,1
142.51,0,1,0,0,0
259.01,0,0,0,1,0
289.31,0,1,0,0,0
294.25,0,0,0,0,1
298.93,1,0,0,0,0
318.64,0,0,0,1,0
99.84,0,0,1,0,0
233.64,0,1,0,0,0
260.49,0,0,1,0,0
99.72,0,1,0,0,0
150.12,1,0,0,0,0
118.2,0,1,0,0,0
88.8,0,0,0,1,0
174.63,1,0,0,0,0
118.91,0,1,0,0,0
24.35,0,0,1,0,0
193.01,1,0,0,0,0
51.77,1,0,0,0,0
113.07,1,0,0,0,0
302.63,1,0,0,0,0
141.94,1,0,0,0,0
98.48,0,1,0,0,0
124.25,0,0,0,1,0
160.11,1,0,0,0,0
172.14,1,0,0,0,0
357.6,0,0,1,0,0
265.19,0,1,0,0,0
190.66,1,0,0,0,0
45.57,0,0,1,0,0
45.98,0,0,0,1,0
60.51,0,0,0,1,0
98.13,1,0,0,0,0
46.02,0,0,1,0,0
69.62,0,0,0,0,0
74.25,0,0,0,1,0
244.84,1,0,0,0,0
253.09,0,1,0,0,0
62.95,0,1,0,0,0
55.77,0,0,1,0,0
68.32,0,1,0,0,0
77.68,0,0,0,1,0
227.44,0,1,0,0,0
223.58,1,0,0,0,0
268.74,1,0,0,0,0
51.63,0,0,0,0,1
49.07,0,0,0,1,0
56.22,0,0,1,0,0
162.65,1,0,0,0,0
359.46,0,0,0,0,1
265.04,0,0,0,0,1
128.22,1,0,0,0,0
142.8,0,0,0,1,0
18.63,0,0,0,1,0
319.52,0,0,1,0,0
323.77,0,0,0,0,1
303.05,0,0,1,0,0
267.75,0,0,1,0,0
76.86,0,0,1,0,0
111.31,0,1,0,0,0
309.86,0,0,0,0,0
286.53,0,1,0,0,0
206.74,0,0,1,0,0
194.52,1,0,0,0,0
316.33,0,0,0,0,1
235.79,0,1,0,0,0
96.42,0,1,0,0,0
129.24,0,1,0,0,0
208.15,1,0,0,0,0
312.22,0,0,0,0,1
308.21,0,0,0,1,0
138.07,0,1,0,0,0
140.37,0,1,0,0,0
138.11,1,0,0,0,0
36.47,0,0,0,1,0
38.99,0,0,0,0,1
63.47,0,0,0,1,0
133.91,0,0,1,0,0
216.21,0,1,0,0,0
354.83,0,0,0,0,0
129.67,0,1,0,0,0
112.19,0,1,0,0,0
138.5,0,1,0,0,0
294.77,0,1,0,0,0
203.43,0,0,1,0,0
27.98,0,0,0,0,1
221.38,1,0,0,0,0
320.47,0,0,0,1,0
144.8,1,0,0,0,0
121.35,0,0,1,0,0
122.45,0,1,0,0,0
108.16,0,0,1,0,0
120.52,0,0,1,0,0
49.53,0,0,1,0,0
152.4,0,1,0,0,0
342.65,0,0,0,1,0
274.11,0,1,0,0,0
323.31,0,0,1,0,0
326.58,0,0,0,1,0
129.88,1,0,0,0,0
138.22,0,0,1,0,0
146.13,1,0,0,0,0
40.95,0,0,0,0,1
140.09,0,0,1,0,0
82.27,0,0,0,0,1
79.62,0,0,0,1,0
131.6,1,0,0,0,0
331.58,0,0,0,0,0
280.31,0,1,0,0,0
77.52,0,0,1,0,0
160.17,0,1,0,0,0
135.33,0,0,1,0,0
291.03,0,0,1,0,0
314.87,0,0,1,0,0
343.08,0,0,1,0,0
268.53,0,1,0,0,0
281.52,0,0,1,0,0
296.51,0,0,0,0,1
141.44,1,0,0,0,0
144.73,1,0,0,0,0
125.07,0,0,0,0,0
135.73,0,1,0,0,0
102.02,0,0,1,0,0
131.54,1,0,0,0,0
141.97,0,1,0,0,0
330.6,0,0,1,0,0
342.0,0,1,0,0,0
345.88,1,0,0,0,0
210.32,1,0,0,0,0
128.44,0,1,0,0,0
81.66,0,0,1,0,0
82.69,0,0,1,0,0
44.95,0,0,0,1,0
272.58,0,1,0,0,0
290.02,1,0,0,0,0
301.78,0,1,0,0,0
271.74,1,0,0,0,0
80.37,0,0,0,1,0
283.71,0,1,0,0,0
309.16,0,0,1,0,0
258.55,1,0,0,0,0
268.68,0,1,0,0,0
281.43,1,0,0,0,0
51.21,0,0,0,0,1
94.87,0,0,0,1,0
250.6,1,0,0,0,0
254.16,0,1,0,0,0
165.31,1,0,0,0,0
139.88,1,0,0,0,0
252.06,1,0,0,0,0
270.03,0,0,1,0,0
281.99,1,0,0,0,0
295.97,0,0,0,0,0
233.7,1,0,0,0,0
343.48,0,0,0,1,0
111.89,0,0,1,0,0
176.96,1,0,0,0,0
181.19,0,1,0,0,0
114.48,0,0,1,0,0
52.99,0,0,0,1,0
174.14,0,1,0,0,0
330.35,0,0,0,1,0
259.38,0,1,0,0,0
5.55,0,0,0,0,1
81.42,0,0,1,0,0
108.88,1,0,0,0,0
131.2,0,1,0,0,0
21.63,0,0,0,1,0
347.72,0,0,0,1,0
333.88,0,0,1,0,0
319.39,0,0,0,1,0
229.95,1,0,0,0,0
303.39,0,0,0,0,1
12.77,0,0,0,1,0
39.69,0,0,0,1,0
11.8,0,0,0,1,0
343.58,0,0,0,0,1
302.94,0,0,1,0,0
233.74,1,0,0,0,0
100.75,0,0,0,1,0
14.29,0,0,0,1,0
145.03,0,1,0,0,0
53.31,0,0,0,1,0
168.28,0,1,0,0,0
193.08,1,0,0,0,0
53.62,0,0,0,0,1
184.57,1,0,0,0,0
325.86,0,0,0,1,0
116.32,1,0,0,0,0
212.76,1,0,0,0,0
200.9,0,1,0,0,0
66.54,0,0,0,0,0
113.97,0,0,1,0,0
126.62,0,0,1,0,0
166.73,1,0,0,0,0
41.24,0,0,1,0,0
341.57,0,0,0,1,0
330.6,0,0,0,1,0
257.86,1,0,0,0,0
333.9,0,0,1,0,0
139.18,0,1,0,0,0
78.55,0,0,1,0,0
74.03,0,1,0,0,0
126.48,0,1,0,0,0
265.46,0,1,0,0,0
7.06,0,0,0,0,1
343.87,0,0,0,0,1
346.4,0,0,0,1,0
356.88,0,0,0,0,1
41.0,0,0,1,0,0
100.07,0,0,1,0,0
324.56,0,0,0,1,0
240.03,1,0,0,0,0
271.32,0,1,0,0,0
300.19,0,1,0,0,0
145.37,0,1,0,0,0
52.66,0,0,0,0,1
83.11,0,0,1,0,0
176.51,1,0,0,0,0
63.55,0,0,0,0,1
53.36,0,0,1,0,0
105.51,0,0,0,0,1
172.2,0,1,0,0,0
74.6,0,0,0,1,0
49.32,0,0,0,0,1
80.94,0,1,0,0,0
66.72,0,0,0,0,1
318.38,0,0,0,0,1
160.51,1,0,0,0,0
136.57,0,1,0,0,0
118.68,0,1,0,0,0
348.8,0,0,0,0,1
267.16,0,1,0,0,0
238.33,0,1,0,0,0
344.56,0,0,0,0,1
276.75,1,0,0,0,0
246.2,0,0,1,0,0
346.87,0,0,0,1,0
231.28,0,0,0,0,0
292.84,0,0,1,0,0
100.68,0,1,0,0,0
271.99,0,1,0,0,0
272.06,0,0,0,1,0
262.74,1,0,0,0,0
121.62,0,1,0,0,0
143.6,1,0,0,0,0
320.71,0,0,1,0,0
352.96,0,0,1,0,0
71.45,0,0,0,1,0
180.07,0,1,0,0,0
84.62,0,1,0,0,0
129.54,0,0,1,0,0
62.32,0,0,1,0,0
54.28,0,0,0,0,1
37.22,0,0,0,0,1
88.45,0,0,0,1,0
277.61,0,1,0,0,0
246.86,1,0,0,0,0
255.18,0,1,0,0,0
256.52,0,1,0,0,0
301.64,0,0,0,1,0
321.99,0,0,0,1,0
150.74,0,1,0,0,0
285.03,0,0,1,0,0
107.5,0,1,0,0,0
144.25,0,0,0,1,0
133.2,0,0,0,1,0
42.85,0,0,1,0,0
321.04,0,0,0,0,1
126.05,1,0,0,0,0
135.63,0,0,0,0,0
81.6,0,0,0,1,0
163.61,1,0,0,0,0
190.62,1,0,0,0,0
162.12,0,1,0,0,0
50.72,0,0,1,0,0
59.25,0,0,0,1,0
125.32,1,0,0,0,0
69.2,0,0,0,1,0
98.45,0,0,0,0,1
152.02,1,0,0,0,0
298.17,0,1,0,0,0
281.67,0,0,0,1,0
254.62,0,1,0,0,0
258.17,0,0,0,0,1
129.4,0,0,1,0,0
66.55,0,0,0,1,0
155.48,1,0,0,0,0
274.48,0,1,0,0,0
271.25,0,0,1,0,0
319.25,0,0,0,1,0
308.27,0,0,0,0,0
130.29,1,0,0,0,0
333.78,0,0,0,1,0
224.23,0,0,1,0,0
247.57,1,0,0,0,0
293.67,0,0,0,1,0
123.42,0,1,0,0,0
93.16,0,0,1,0,0
57.17,0,0,0,0,1
68.35,0,1,0,0,0
102.67,0,0,1,0,0
308.99,0,0,1,0,0
295.58,0,0,1,0,0
254.73,0,1,0,0,0
295.67,0,0,0,1,0
297.23,0,0,0,1,0
252.39,1,0,0,0,0
116.62,0,0,0,0,0
353.69,0,0,0,1,0
308.91,0,0,1,0,0
97.85,0,1,0,0,0
157.75,0,1,0,0,0
149.9,0,1,0,0,0
91.26,0,0,0,0,1
152.52,1,0,0,0,0
329.49,0,0,0,1,0
340.19,0,0,0,0,1
336.52,0,0,0,1,0
307.76,0,0,1,0,0
106.26,0,0,0,1,0
285.04,1,0,0,0,0
309.06,0,1,0,0,0
329.4,0,0,0,1,0
316.17,0,0,0,0,0
281.49,0,0,1,0,0
96.6,0,0,0,1,0
101.29,0,0,1,0,0
83.87,0,0,0,0,1
94.2,0,0,1,0,0
106.07,0,0,1,0,0
331.14,0,0,0,0,1
299.15,0,0,0,1,0
76.97,0,0,0,0,1
260.17,1,0,0,0,0
100.28,0,0,0,0,1
123.96,0,1,0,0,0
273.69,1,0,0,0,0
323.54,0,1,0,0,0
314.2,0,0,0,1,0
104.62,0,1,0,0,0
149.07,1,0,0,0,0
71.01,0,0,0,0,1
115.94,0,0,0,1,0
102.97,0,0,0,1,0
313.17,0,0,0,1,0
296.07,0,0,1,0,0
358.39,0,0,0,1,0
264.3,0,0,1,0,0
331.71,0,0,0,0,1
320.38,0,0,0,1,0
305.87,0,0,0,1,0
359.7,0,0,0,0,1
316.64,0,0,0,0,1
133.97,1,0,0,0,0
153.35,1,0,0,0,0
204.86,1,0,0,0,0
194.03,0,1,0,0,0
41.09,0,0,0,1,0
108.91,0,0,0,1,0
231.23,1,0,0,0,0
193.35,1,0,0,0,0
302.55,0,0,1,0,0
51.51,0,0,1,0,0
274.88,0,0,1,0,0
203.37,1,0,0,0,0
214.94,1,0,0,0,0
15.72,0,0,0,0,1
299.53,0,0,0,1,0
131.43,0,1,0,0,0
172.69,0,0,0,0,0
132.63,0,1,0,0,0
333.42,0,0,1,0,0
290.37,0,0,1,0,0
321.48,0,0,1,0,0
256.5,0,1,0,0,0
256.55,1,0,0,0,0
241.24,1,0,0,0,0
305.75,1,0,0,0,0
109.26,0,0,1,0,0
114.84,0,0,1,0,0
147.65,1,0,0,0,0
132.0,1,0,0,0,0
299.77,0,0,1,0,0
222.77,0,1,0,0,0
219.28,1,0,0,0,0
356.21,0,0,1,0,0
68.88,0,0,0,0,1
132.08,0,0,0,0,0
344.67,0,0,1,0,0
251.27,1,0,0,0,0
109.47,0,0,1,0,0
36.02,0,0,0,0,1
72.15,0,0,0,0,1
182.25,0,0,1,0,0
67.83,0,0,1,0,0
5.51,0,1,0,0,0
149.33,0,1,0,0,0
8.54,0,0,0,1,0
229.11,1,0,0,0,0
250.84,0,0,1,0,0
115.38,0,1,0,0,0
134.76,1,0,0,0,0
67.14,0,0,0,1,0
199.35,0,0,0,1,0
225.63,1,0,0,0,0
267.23,0,1,0,0,0
153.06,0,1,0,0,0
65.73,0,0,0,0,1
200.59,0,0,1,0,0
243.63,0,1,0,0,0
271.53,1,0,0,0,0
313.21,0,0,0,1,0
346.67,0,0,0,1,0
316.19,0,0,0,0,1
283.33,1,0,0,0,0
125.18,0,0,1,0,0
172.57,0,1,0,0,0
336.38,0,0,0,0,1
308.58,0,0,0,0,1
234.66,0,0,1,0,0
267.38,1,0,0,0,0
261.28,0,0,1,0,0
206.92,1,0,0,0,0
295.55,0,0,1,0,0
310.05,0,0,0,1,0
327.82,0,0,0,0,1
243.78,0,0,1,0,0
232.28,1,0,0,0,0
308.9,0,0,1,0,0
194.76,1,0,0,0,0
251.54,1,0,0,0,0
238.02,0,1,0,0,0
177.22,1,0,0,0,0
228.73,1,0,0,0,0
189.3,1,0,0,0,0
24.97,0,0,1,0,0
110.37,0,1,0,0,0
117.56,0,0,1,0,0
76.93,0,0,0,1,0
311.3,0,0,1,0,0
352.07,0,0,0,0,1
221.92,0,0,1,0,0
257.58,1,0,0,0,0
353.22,0,1,0,0,0
337.55,0,0,0,0,1
71.8,0,0,1,0,0
208.98,0,1,0,0,0
322.95,0,0,1,0,0
171.16,0,0,1,0,0
337.71,0,0,1,0,0
153.86,1,0,0,0,0
152.13,1,0,0,0,0
268.51,0,0,0,0,0
50.4,0,0,0,0,1
37.76,0,0,0,0,1
339.1,0,0,1,0,0
195.91,0,0,0,0,1
74.62,0,0,0,1,0
156.11,0,1,0,0,0
181.53,0,1,0,0,0
52.29,0,0,0,1,0
326.69,0,0,0,1,0
291.89,0,0,1,0,0
179.1,1,0,0,0,0
308.36,0,1,0,0,0
37.13,0,0,0,1,0
170.67,1,0,0,0,0
134.57,1,0,0,0,0
255.72,1,0,0,0,0
343.16,0,0,1,0,0
80.86,1,0,0,0,0
151.55,0,0,1,0,0
259.51,0,0,1,0,0
339.1,0,0,1,0,0
283.94,0,0,0,1,0
335.11,0,0,0,0,1
336.86,0,0,0,0,1
235.47,0,0,1,0,0
279.66,0,1,0,0,0
274.97,1,0,0,0,0
103.24,0,0,0,1,0
72.85,0,0,0,1,0
144.7,0,0,1,0,0
178.43,0,1,0,0,0
183.42,1,0,0,0,0
249.18,1,0,0,0,0
341.34,0,0,0,1,0
328.36,0,0,0,0,1
218.51,0,1,0,0,0
47.57,0,0,0,0,1
308.61,0,0,0,1,0
317.63,0,0,1,0,0
232.6,1,0,0,0,0
81.76,0,0,1,0,0
151.77,0,1,0,0,0
148.84,0,1,0,0,0
26.93,0,0,0,0,1
4.65,0,0,1,0,0
142.42,0,0,1,0,0
50.57,0,0,1,0,0
128.49,0,1,0,0,0
338.0,0,0,0,0,1
158.15,0,0,1,0,0
88.7,0,1,0,0,0
277.37,0,1,0,0,0
87.94,0,1,0,0,0
324.72,0,0,0,0,1
