x_0,y_0,vel_0,accel_0,orientation_0,dist_qb_0,receiver_type_0_WR,receiver_type_0_TE,receiver_type_0_QB,receiver_type_0_RB,receiver_type_0_FB,defensor_x_0_0,defensor_y_0_0,defensor_vel_0_0,defensor_accel_0_0,defensor_orientation_0_0,defensor_x_0_1,defensor_y_0_1,defensor_vel_0_1,defensor_accel_0_1,defensor_orientation_0_1,x_1,y_1,vel_1,accel_1,orientation_1,dist_qb_1,receiver_type_1_WR,receiver_type_1_TE,receiver_type_1_QB,receiver_type_1_RB,receiver_type_1_FB,defensor_x_1_0,defensor_y_1_0,defensor_vel_1_0,defensor_accel_1_0,defensor_orientation_1_0,defensor_x_1_1,defensor_y_1_1,defensor_vel_1_1,defensor_accel_1_1,defensor_orientation_1_1,x_2,y_2,vel_2,accel_2,orientation_2,dist_qb_2,receiver_type_2_WR,receiver_type_2_TE,receiver_type_2_QB,receiver_type_2_RB,receiver_type_2_FB,defensor_x_2_0,defensor_y_2_0,defensor_vel_2_0,defensor_accel_2_0,defensor_orientation_2_0,defensor_x_2_1,defensor_y_2_1,defensor_vel_2_1,defensor_accel_2_1,defensor_orientation_2_1,x_3,y_3,vel_3,accel_3,orientation_3,dist_qb_3,receiver_type_3_WR,receiver_type_3_TE,receiver_type_3_QB,receiver_type_3_RB,receiver_type_3_FB,defensor_x_3_0,defensor_y_3_0,defensor_vel_3_0,defensor_accel_3_0,defensor_orientation_3_0,defensor_x_3_1,defensor_y_3_1,defensor_vel_3_1,defensor_accel_3_1,defensor_orientation_3_1,receiver_type_4_WR,receiver_type_4_TE,receiver_type_4_QB,receiver_type_4_RB,receiver_type_4_FB,qb_x,qb_y,qb_orientation,qb_speed,qb_direction,qb_accel,amount_of_players_causing_pressure_on_qb,result
77.25,5.03,2.65,1.34,34.22,28.00128032787072,1,0,0,0,0,78.89,5.81,2.24,1.71,214.43,78.78,6.01,2.14,2.23,214.43,89.37,8.64,7.9,1.86,70.33,33.09449501049986,1,0,0,0,0,89.84,9.18,7.54,0.33,193.94,89.36,9.38,7.04,0.45,44.96,74.41,19.93,8.18,2.26,223.62,14.382006118758255,1,0,0,0,0,75.08,19.95,3.99,0.72,209.02,75.04,19.55,3.98,0.71,209.02,81.33,30.48,2.51,5.24,304.5,17.645055964773814,0,1,0,0,0,80.48,30.85,5.54,1.0,255.15,80.72,31.34,5.39,1.3,256.04,0,0,0,0,0,63.71,29.54,134.18,3.46,101.45,3.17,1.0,1
77.47,4.88,2.71,0.89,36.29,28.01685564084592,1,0,0,0,0,78.89,5.81,2.24,1.71,214.43,79.01,5.62,2.28,1.23,214.43,89.91,8.08,7.74,2.09,61.48,33.54961996804136,1,0,0,0,0,90.39,8.65,7.53,1.0,195.13,90.94,8.14,7.45,1.44,197.42,74.39,19.13,7.91,2.6,228.65,14.615939928721657,1,0,0,0,0,75.0,19.15,3.97,0.59,210.18,74.97,18.76,3.93,0.68,210.18,81.54,30.63,2.8,5.34,317.88,17.497176915148348,0,1,0,0,0,80.48,30.85,5.54,1.0,255.15,80.72,31.34,5.39,1.3,256.04,0,0,0,0,0,64.08,29.49,116.17,3.87,94.97,3.65,1.0,1
77.7,4.74,2.69,0.52,38.98,28.050597141593975,1,0,0,0,0,79.01,5.62,2.28,1.23,214.43,79.13,5.42,2.35,0.67,218.05,90.46,7.54,7.57,2.35,54.26,34.00476437206998,1,0,0,0,0,90.94,8.14,7.45,1.44,197.42,91.48,7.65,7.28,1.92,198.45,74.36,18.35,7.68,2.72,233.15,14.88258378105092,1,0,0,0,0,74.93,18.37,3.87,0.72,208.37,74.9,17.98,3.85,0.71,205.16,81.75,30.85,3.15,4.94,318.63,17.324254673722614,0,1,0,0,0,80.72,31.34,5.39,1.3,256.04,80.96,31.82,5.16,1.3,256.67,0,0,0,0,0,64.48,29.48,104.5,4.22,90.08,3.78,1.0,1
77.92,4.62,2.58,0.67,41.16,28.062731513521626,1,0,0,0,0,79.13,5.42,2.35,0.67,218.05,79.26,5.22,2.42,0.31,220.39,90.98,7.02,7.28,2.7,47.48,34.409657074722496,1,0,0,0,0,91.48,7.65,7.28,1.92,198.45,92.03,7.18,7.11,2.29,201.46,74.33,17.59,7.41,2.87,241.43,15.170962395312957,1,0,0,0,0,74.86,17.6,3.84,0.64,205.16,74.83,17.21,3.8,0.68,205.16,81.94,31.14,3.56,4.45,322.02,17.099792396400602,0,1,0,0,0,80.96,31.82,5.16,1.3,256.67,80.72,31.34,5.39,1.3,256.04,0,0,0,0,0,64.92,29.49,96.37,4.55,86.15,3.7,1.0,1
78.13,4.51,2.36,1.33,43.96,28.076823182119448,1,0,0,0,0,79.26,5.22,2.42,0.31,220.39,79.13,5.42,2.35,0.67,218.05,91.51,6.53,7.05,2.85,45.47,34.80308032344264,1,0,0,0,0,92.03,7.18,7.11,2.29,201.46,92.57,6.73,6.94,2.43,206.2,74.3,16.88,7.01,3.26,249.37,15.472898888055852,1,0,0,0,0,74.8,16.83,3.78,0.7,206.81,74.83,17.21,3.8,0.68,205.16,82.13,31.47,3.95,4.25,319.84,16.852038452365335,0,1,0,0,0,80.96,31.82,5.16,1.3,256.67,81.2,32.27,4.94,1.52,258.91,0,0,0,0,0,65.39,29.53,87.71,4.88,83.2,3.3,1.0,1
78.33,4.42,2.15,1.78,45.27,28.094300133657,1,0,0,0,0,79.39,5.03,2.31,0.38,223.98,79.26,5.22,2.42,0.31,220.39,92.02,6.07,6.78,2.94,44.02,35.16970997890087,1,0,0,0,0,92.57,6.73,6.94,2.43,206.2,92.03,7.18,7.11,2.29,201.46,74.28,16.2,6.68,3.36,252.63,15.818350103598037,1,0,0,0,0,74.76,16.08,3.7,0.73,207.73,74.78,16.45,3.77,0.65,207.73,82.29,31.86,4.35,4.12,325.4,16.553624980650014,0,1,0,0,0,81.77,32.9,0.95,0.25,225.94,81.2,32.27,4.94,1.52,258.91,0,0,0,0,0,65.89,29.61,75.31,5.14,80.29,2.92,1.0,1
78.51,4.34,1.9,2.16,45.27,28.10305499407493,1,0,0,0,0,79.39,5.03,2.31,0.38,223.98,79.51,4.86,2.06,1.24,227.23,92.51,5.63,6.42,3.14,42.04,35.51192757370402,1,0,0,0,0,93.11,6.3,6.78,2.38,208.53,92.57,6.73,6.94,2.43,206.2,74.26,15.55,6.27,3.6,263.47,16.186478925325297,1,0,0,0,0,74.71,15.35,3.61,0.75,209.08,74.73,15.71,3.64,0.79,209.08,82.45,32.28,4.67,3.76,328.35,16.25604195368602,0,1,0,0,0,81.92,32.98,0.8,0.57,226.12,81.99,33.03,0.77,0.68,223.53,0,0,0,0,0,66.4,29.7,69.66,5.34,78.18,2.4,1.0,1
78.67,4.28,1.65,2.25,45.27,28.10905903796852,1,0,0,0,0,79.51,4.86,2.06,1.24,227.23,79.39,5.03,2.31,0.38,223.98,92.96,5.23,5.95,3.64,43.99,35.8082253120704,1,0,0,0,0,93.64,5.89,6.6,2.33,210.96,93.11,6.3,6.78,2.38,208.53,74.25,14.95,5.89,3.66,274.72,16.574055025852903,1,0,0,0,0,74.69,14.99,3.54,0.8,209.96,74.67,14.65,3.43,0.95,212.63,82.58,32.75,5.0,3.29,327.27,15.921915713883168,0,1,0,0,0,82.16,33.19,0.8,0.57,219.05,82.1,33.13,0.76,0.68,222.1,0,0,0,0,0,66.93,29.82,67.2,5.48,76.42,1.81,1.0,1
78.8,4.25,1.27,2.68,44.4,28.08663205156503,1,0,0,0,0,79.51,4.86,2.06,1.24,227.23,79.62,4.71,1.84,1.71,230.58,93.37,4.86,5.27,4.69,34.01,36.05992373813345,1,0,0,0,0,94.15,5.5,6.31,2.57,220.59,93.64,5.89,6.6,2.33,210.96,74.26,14.37,5.56,3.58,285.92,16.995308176082013,1,0,0,0,0,74.64,14.31,3.33,1.04,216.35,74.67,14.65,3.43,0.95,212.63,82.71,33.25,5.29,2.71,325.66,15.593190821637497,0,1,0,0,0,82.41,33.51,0.81,0.31,206.68,82.36,33.45,0.82,0.31,210.64,0,0,0,0,0,67.47,29.95,69.76,5.56,75.51,1.19,1.0,1
78.91,4.23,0.97,2.89,47.29,28.06331413072946,1,0,0,0,0,79.62,4.71,1.84,1.71,230.58,79.51,4.86,2.06,1.24,227.23,93.74,4.53,4.64,5.27,27.48,36.26770602064596,1,0,0,0,0,94.15,5.5,6.31,2.57,220.59,94.64,5.15,5.92,3.06,226.93,74.27,13.83,5.23,3.5,294.64,17.423409540041234,1,0,0,0,0,74.59,13.67,3.16,0.97,229.86,74.62,13.99,3.25,1.02,222.72,82.83,33.78,5.49,2.08,322.52,15.27247524142697,0,1,0,0,0,82.66,33.82,0.51,0.77,206.84,82.68,33.87,0.49,0.79,211.58,0,0,0,0,0,68.01,30.09,71.52,5.56,75.37,0.65,1.0,1
79.0,4.23,0.74,2.73,51.12,28.025195806630858,1,0,0,0,0,79.62,4.71,1.84,1.71,230.58,79.72,4.58,1.59,1.98,235.82,94.04,4.25,3.89,5.71,21.96,36.403439397947004,1,0,0,0,0,94.64,5.15,5.92,3.06,226.93,95.1,4.82,5.56,3.28,233.98,74.3,13.33,4.89,3.46,304.48,17.854624050928653,1,0,0,0,0,74.56,13.36,3.04,1.11,235.03,74.53,13.07,2.95,1.04,241.04,82.93,34.32,5.61,1.34,318.21,14.959953208482974,0,1,0,0,0,82.61,34.2,0.61,0.33,238.24,82.63,34.15,0.64,0.43,233.4,0,0,0,0,0,68.54,30.23,73.89,5.5,75.85,0.69,1.0,1
